Ligand,SMILE,PDBCode
3t8v_decoy_10,O=C(C[S@](=O)c1ccc(Oc2ccccc2S(=O)(=O)NC[C@H](O)CO)cc1)Nc1ccc(C2=CCCC2)cc1,3t8v
3t8v_decoy_2,COc1ccc2c(C)csc2c1CCC(=O)NCc1cc(NC(=O)[C@H](O)CO)cc(O[C@H]2CCC[C@H]([SH]=O)C2)c1,3t8v
3t8v_decoy_3,C=CCSCc1c(O)c(OC)c2c(c1C1=C(C(=O)Nc3ccccc3)S[C@H](NC(=CC(=C)C=C)CO)O1)OCO2,3t8v
3t8v_decoy_4,CSCCOc1cc(C(=O)Oc2ccccc2)c(C)cc1OC(=CC=CCCO)[C@@H]1NC(=O)C2=C(C=C[S@]2=O)N1,3t8v
3t8v_decoy_5,Cc1c(C(=O)OCCO)c(C(=O)NCc2cc3c(s2)[C@H](C)CCC3=O)cc(=O)n1C[C@@H](O)c1ccc(C(C)C)s1,3t8v
3t8v_decoy_6,CCOc1cc(-c2csc(NC(=O)CCCC=C3SC4=C(CC[C@@H](O)[C@H]4O)C3=O)n2)c(OC(C)(C)C)cc1CO,3t8v
3t8v_decoy_7,C=CCOC(=O)C[C@H](C)[C@@H]1Cc2c(sc(C(C)=O)c2CCC(=O)Nc2c(O)c(CS)cc3c2CCCO3)C(=O)N1,3t8v
3t8v_decoy_8,Cc1ccc(C=C(C(=O)Nc2ccc(SCc3ccc(NC(=O)[C@H]4CCCO4)s3)cc2)C(=O)O[C@@H](C)CCO)o1,3t8v
3t8v_decoy_9,CC(C)C[C@@H]1SC=C2C=C(C(=O)NCCOC(=O)c3ccccc3C(=O)c3ccoc3)S[C@]21NC(=O)C=CCO,3t8v
3ta1_decoy_1,O=C(OCCOP(O)O)N1CC[C@H]2OONC(=O)[C@]2(O)C1,3ta1
3ta1_decoy_10,O=C1NC[C@@H](C(=O)O[C@H]2C(=O)CN(CP(O)O)C2=O)O1,3ta1
3ta1_decoy_2,O=POCCN1C(=O)OC(=O)[C@@]2(CO[C@H](C(=O)O)N2)C1=O,3ta1
3ta1_decoy_3,O=C1C[C@]2(CO1)O[C@@H](C(=O)NCCOP(O)O)NC2=O,3ta1
3ta1_decoy_4,COC(=O)OC(=O)N1C[C@@H](P(O)O)[C@H](CN)[C@H]1C(=O)O,3ta1
3ta1_decoy_5,N[C@]1(C2=C(C(=O)NCOP(O)O)COC2=O)COCO1,3ta1
3ta1_decoy_6,O=C(NCCOP(O)O)N[C@@H]1COC[C@@](O)(OO)C(=O)C1,3ta1
3ta1_decoy_7,N=C1N=C(C2=CO[C@H](COP(O)O)O2)OC[C@@H](CO)O1,3ta1
3ta1_decoy_8,N[C@@H]1COP(O)OC[C@]1(O)C(=O)NCCCOC(=O)O,3ta1
3ta1_decoy_9,O=C1NC[C@H](O)CN1C(=O)C1=CO[C@@H](COP(O)O)O1,3ta1
3tao_decoy_1,COC(=O)CN(C)[C@H](CO)P(O)O,3tao
3tao_decoy_10,COP(CN(C)CC(=O)O)OCO,3tao
3tao_decoy_2,CC(C)N(CO)C[C@H](O)P(O)O,3tao
3tao_decoy_3,CCCN[C@H](CO)C(=O)P(O)O,3tao
3tao_decoy_4,COC(=O)[C@@H](C)OCNCP(O)O,3tao
3tao_decoy_5,CCOOC(C=NOO)=CCPO,3tao
3tao_decoy_6,OP(O)CCNC[C@@H]1CCOOO1,3tao
3tao_decoy_7,COC(=O)CN(CCO)CP(O)O,3tao
3tao_decoy_8,COC(=O)C[C@H](O)NCCP(O)O,3tao
3tao_decoy_9,CCOOOC(C)=N[C@H](C)P(O)O,3tao
3tay_decoy_1,C[C@H]1O[C@@](COC(=O)CO)(COC(CO)CO)O[C@H](O)[C@@H]1O,3tay
3tay_decoy_10,CCCC1=NC2=NC(=O)[C@]3(CCCN(CC)C3)CN2C=C1C(=O)NC,3tay
3tay_decoy_2,O=C(O)C[C@@]1(CO)C[C@@](O)(NC(=O)OCCO)[C@H](OCO)CO1,3tay
3tay_decoy_3,CC[C@@]1(C)CCn2c(=O)n(CCc3n[nH]c4c3CCCC4)c(=O)n2C1,3tay
3tay_decoy_4,Cn1ncc2[nH]c(CN3CCOC[C@@H]3CCC3CCOCC3)nc21,3tay
3tay_decoy_5,CCC=CC=C1C(=O)N2C=CC3=C(C[C@H]4NCCN4C3=O)C2=NN1C,3tay
3tay_decoy_6,CCCN(C)c1cc2[nH]c(-c3ccncc3)nc2nc1[C@H]1COCO1,3tay
3tay_decoy_7,CC1=CC(=NC(=NC=C2C=CN=C2)[C@H]2CNCCO2)C(=CCO)C=N1,3tay
3tay_decoy_8,CC[C@@H](C)N[C@@H]1N=C2C(=C1C#N)CCN2Cc1ccnc2c1OCO2,3tay
3tay_decoy_9,Cc1noc(C(=O)N[C@H]2CCCCn3nc(C4CCCC4)nc32)c1C,3tay
3tb6_decoy_1,Cc1ccc(C(=O)NNC(=O)Nc2cc(F)ccc2O)s1,3tb6
3tb6_decoy_10,Nc1ncc(S)cc1NC(=O)COc1ccc(O)cc1F,3tb6
3tb6_decoy_2,NC(=O)Nc1cc(F)cc(NC(=O)c2ccc(C=O)s2)c1,3tb6
3tb6_decoy_3,CCOc1cc(F)cc(Nc2c(CO)[nH]c(=S)[nH]c2=O)c1,3tb6
3tb6_decoy_4,O=C(CNC(=O)Nc1ccsc1)Nc1cc(F)ccc1O,3tb6
3tb6_decoy_5,O=C(NC(=S)Nc1ccc(F)cc1O)NC1CCOCC1,3tb6
3tb6_decoy_6,Cc1cc(C=O)c(NC(=O)NNc2ccc(F)cc2O)s1,3tb6
3tb6_decoy_7,NC=C1SC(=O)C=C1NC(=O)C(=O)Nc1ccccc1F,3tb6
3tb6_decoy_8,CNc1nc(NC(=O)c2scc(O)c2F)cc(C)c1CO,3tb6
3tb6_decoy_9,O=C(NC(=O)C1=CC=CSC(=O)N1)Nc1ccccc1F,3tb6
3td4_decoy_1,CCc1nc(CN[C@@H]2CCC[C@@H](O)C2)sc1-c1ncc([NH2+]C)[nH]1,3td4
3td4_decoy_10,C[C@H]([NH3+])CN(C)CC1=NC=C(C(=O)N[C@@H](C)C2CC2)C(N)=CS1,3td4
3td4_decoy_2,CCC[C@]1(CNCC(=O)N2CCN=C(NCC)C2)CSC[C@H]1[NH3+],3td4
3td4_decoy_3,CN=C1CNC2=C(S1)C(=O)N([C@@H]([NH3+])CCN)C[C@@H]2CCC(C)C,3td4
3td4_decoy_4,CSC[C@H]1C[NH2+]CC[C@H]1NCC=C(C)Nc1c(C)cn[nH]c1=O,3td4
3td4_decoy_5,CCCC[C@@H](C[NH2+]C1CC1)NC(=O)c1n[nH]c2c1=CCNSC=2,3td4
3td4_decoy_6,C=C1C[C@@H](CSc2nnc([C@H](O)C3([NH3+])CCCCC3)[nH]2)CC1=N,3td4
3td4_decoy_7,CC(C)N=[S@@](C)(=O)CC1=C(NC2(C)CCCCC2)N=N[C@@H]1C[NH3+],3td4
3td4_decoy_8,CC(C)(O)c1nc(CN[C@@H](c2ncccn2)[C@H]2CC[NH2+]C2)cs1,3td4
3td4_decoy_9,C[C@H](C=O)Sc1nccnc1C(N)=N[C@H]1C[C@@H]2CCC[NH2+][C@H]2C1,3td4
3tdc_decoy_1,C[C@H](CC(=O)N1CCO[C@H](F)C1)N(C(=O)c1ccn[nH]1)c1ccc2c(c1)C1(CCCCC1)C(=S)N2,3tdc
3tdc_decoy_10,C[C@H]([NH3+])C=C1CCN(C(=O)c2sc(NC(=O)C(N)=CCF)nc2-c2cc3cc(C(F)(F)F)ccc3o2)C1,3tdc
3tdc_decoy_2,C[C@H]1CC[C@@H](Nc2nc(CN3CNC(=O)C(=CN4C(=O)c5ccc(F)cc5C4=O)C3)cs2)C[C@@H]1C,3tdc
3tdc_decoy_3,C[C@H]1CCCC=C2CN3CCC[C@@H]3CN(C3CC3)C(=O)N[C@@H](C(=O)NCC(=CS)C(F)F)CC(=O)N21,3tdc
3tdc_decoy_4,CC1=C2C[C@@H](NC(=O)C[S@](=O)[C@@H]3CCCc4cccnc43)CN=C2N=C2C(=CC(F)F)CCC(=O)N21,3tdc
3tdc_decoy_5,CC=C(C(F)F)N1CCC(=O)N2CC(=O)N(C)CC=C(C3CC3)C=C3SC(=N)C=C3N[C@]2(CC)C1=O,3tdc
3tdc_decoy_6,C=c1oc(C=O)c(C[NH2+]Cc2csc(NC(=O)c3[nH]c4cc(C)c(N)cc4c3C(F)(F)F)n2)c1=CCF,3tdc
3tdc_decoy_7,Cc1sc(C(=O)O[C@@H](CNc2c(F)cc(=C[NH3+])c(=CF)c2F)C(=O)Nc2ccc3[nH]cnc3c2)cc1F,3tdc
3tdc_decoy_8,CN(Cc1cc(NC(=O)NCc2ccc3c(c2O)-c2c(cccc2C(F)(F)F)C3=CF)ns1)C(=O)C[NH3+],3tdc
3tdc_decoy_9,COc1cc2c(=CCF)c(=C(F)F)[nH]c2cc1N(C)C(=O)NC(=O)Nc1sc2ccc(F)cc2c1C[NH3+],3tdc
3tdh_decoy_1,CP(C)COOCOC=C1OC(=O)C(O)=C(CP=O)O1,3tdh
3tdh_decoy_10,COP(C)OC(=O)[C@H]1OC(S)=PO[C@@H]1OC(O)=C(C)C,3tdh
3tdh_decoy_2,CC(=O)OOSPC1=C(C(=O)O)C=CC[C@]1(O)C(O)=P,3tdh
3tdh_decoy_3,O=CC(=O)C1=C(P)OC(=P)C(=O)[C@]1(C=S)OC(=O)CO,3tdh
3tdh_decoy_4,CC[C@@](C)(OOOCOOP)C(=O)C(=O)[C@@H](C)PC,3tdh
3tdh_decoy_5,COOCC(COOOC(=P)[S@](C)(=O)=PC)=C(C)OC,3tdh
3tdh_decoy_6,CO[C@](C)(CP)C(=O)C(=O)OOOC(=CO)[C@@](C)(O)P,3tdh
3tdh_decoy_7,CPC[C@H](C)[C@@](O)(OP(O)O)C1=CC(=S)C(=O)C(=O)O1,3tdh
3tdh_decoy_8,CP(C)C[C@]1(C)C(=O)OO[C@@]1(COCCO)OP=O,3tdh
3tdh_decoy_9,COC(C=O)=COOOO[C@@](C)([C@H](P)P=O)C(C)(C)O,3tdh
3tf6_decoy_1,CC(=O)C1=CNC(=O)[C@@H]1NC(=O)C1=NN[C@H](F)C1=CN,3tf6
3tf6_decoy_10,Cc1[nH]c(=N[C@H](C)F)[nH]c(=O)c1[C@]1(C)NC(=O)NC1=O,3tf6
3tf6_decoy_2,C[C@@H]1NCN2C=CNC2=CC(=O)NC(=O)CNC1=O,3tf6
3tf6_decoy_3,CC1(C)OC(=O)N[C@@]12NC(=Cc1cn[nH]c1)NC2=O,3tf6
3tf6_decoy_4,CC(C)c1nc(N)c(O)c(C=N[C@@H]2NCO[C@H]2O)n1,3tf6
3tf6_decoy_5,NC1=NC2=CC=C(OC2)C(=O)NNC(=O)C=CCN1,3tf6
3tf6_decoy_6,CNC1=C(C)N[C@H](C=CF)N2C(=O)C(=O)N[C@]12C(N)=O,3tf6
3tf6_decoy_7,Nc1cc(C2=CO[C@H]([C@H]3NC(=O)NC3=O)C2)cnn1,3tf6
3tf6_decoy_8,NC(=O)CN1CC(c2cc(=O)[nH]c(=O)[nH]2)=C[C@@H](F)C1,3tf6
3tf6_decoy_9,Cc1c(F)[nH]c2n3c(=O)c([C@@]4(C)NC(=O)NC4=O)c1[n+]23,3tf6
3tfn_decoy_1,CN(C(=O)[C@@H]1N=NC([C@H]2CCCO2)=N1)c1ccc2ccc([NH+]3CCCC3)cc2c1,3tfn
3tfn_decoy_10,Cc1cc2c(C)c(CC(=O)c3c4cccc-4c(-c4ccco4)oc3C)ccc2[nH]1,3tfn
3tfn_decoy_2,CN=C1C(=CO)C(=O)[C@H]2CC([N@H+](CC(C)C)C3CC3)=NN=C2N1C1CCCCC1,3tfn
3tfn_decoy_3,CCC1=C2CCC[N@@H+]2c2ccc(OC(=O)C3CCN(c4ncn(C)n4)CC3)cc21,3tfn
3tfn_decoy_4,CCc1ccc2c(c1)[nH]c1ccc(OCc3cccc(OC(=O)C4CC4)c3)cc12,3tfn
3tfn_decoy_5,C=CCOc1cc2c(cc1OC)CCc1c-2c2ccccc2n1C[C@@H]1CCCO1,3tfn
3tfn_decoy_6,CCOC1=Cc2c(c3ccccc3cc(CNCc3cccc(C)c3)c2=O)OC1,3tfn
3tfn_decoy_7,CCc1ccc(Oc2cccc(C)c2C(=O)c2cc[nH]c2)c2c1CC(C)(C)OC2,3tfn
3tfn_decoy_8,C=CCCC=CC(=O)c1ccc2c(c1)C(=O)N(c1c(C)ccc3c1=CCC=3)C2=O,3tfn
3tfn_decoy_9,Cc1cccc2c1-c1ccccc1C2=NC(=CC1=COCO1)c1cccc(O)c1,3tfn
3tfp_decoy_1,NC(=O)[C@@H](SC(=NC1=NN[C@H](NO)S1)c1ccco1)C(=O)N[C@@]1(CO)COCNC1=O,3tfp
3tfp_decoy_10,C=C1C=[NH+]C(=CC)[C@H](N[C@@H](C(=O)Nc2ccc(OCC)cc2)C2CC[NH2+]CC2)N1,3tfp
3tfp_decoy_2,C[C@@H]([C@H](O)[C@H]1NOC(=O)N1)[S@](=O)c1nnc(NC(=O)CCNC(=O)N[C@H]2CCOC2)s1,3tfp
3tfp_decoy_3,COC(=O)NC(=O)NC(=O)N[C@@H](SC1=C(C)SNNC1=O)C(=O)N[C@@H]1C[C@]1(O)CCN,3tfp
3tfp_decoy_4,CC(=O)NC(=S)NC(=O)N[C@@H](C(N)=O)[C@@H]1SC(=O)N(CC(=O)NC[C@@H]2CNCO2)C1=O,3tfp
3tfp_decoy_5,NN[C@@H]1SC=C(CC(=O)NCC(=O)NC(=O)CN2C(=O)C[C@H](NC(=O)C(N)=O)C2=O)S1,3tfp
3tfp_decoy_6,Cc1[nH]c(=O)[nH]c1C(=O)C(=O)N[C@@H](CNC(=O)NC(N)=O)C(=O)N[C@@H]1CSCSC1=O,3tfp
3tfp_decoy_7,CCNC(=O)N[C@@H](C[NH2+]C(C)(C)C)c1cc2c(cc1OC1CCC1)C(=[NH2+])CN=C2,3tfp
3tfp_decoy_8,C=C1NCN(C(=O)C[C@@H]2CCC[C@@H]([NH2+]CC(=O)Nc3ccccc3)C2)C1=CC[NH3+],3tfp
3tfp_decoy_9,CC1=CC=CC(=Cc2ccc(CN3CCC(NC(=[NH2+])[C@H](N)C[NH3+])CC3)cc2O)O1,3tfp
3tfu_decoy_1,O=C(O)COCCOC(=O)NCP(O)O,3tfu
3tfu_decoy_10,O=COCCNC(=O)OC[C@H](O)P(O)O,3tfu
3tfu_decoy_2,CC(=O)OCC(=O)OOCCNC(=O)O,3tfu
3tfu_decoy_3,NCC[C@@H](COO)OC(=O)COC(=O)O,3tfu
3tfu_decoy_4,CCOC(=O)OOCC(=O)NCCOO,3tfu
3tfu_decoy_5,CC(=O)NC(=O)COCCOOC(=O)O,3tfu
3tfu_decoy_6,C[C@H](NC(=O)O)C(=O)OCCOP(O)O,3tfu
3tfu_decoy_7,O=C(CO[C@@H](O)C(=O)O)NCCP(O)O,3tfu
3tfu_decoy_8,CN(C(=O)O)[C@H](CCOC(=O)O)C(=O)O,3tfu
3tfu_decoy_9,C[C@@H](OCC(=O)OO)C(=O)NCCOO,3tfu
3tge_decoy_1,CC=C1COc2ccccc2C2=C(n3cc(Cc4nc(-c5ccccc5N)no4)cn3)N=N[C@@H]12,3tge
3tge_decoy_10,CN1CCC(N(C)C(=O)NCCCOc2ccc(NC(=O)N3CCSC4=CCC(Cl)=C43)cc2)CC1,3tge
3tge_decoy_2,Cc1cccc(-c2ccc(Oc3ccc4c(n3)C(=O)N[C@H](c3nnc5n3CCC5)N4)cc2C)n1,3tge
3tge_decoy_3,O=C(C=Cc1ccccn1)c1ccn(Cc2nc3[nH]cc(-c4ccccn4)c4noc(n2)c34)c1,3tge
3tge_decoy_4,CNNc1cc2c(cc1Cl)N(Cc1ccc(C(=O)N3CCC(N4CCCC4)CC3)o1)C(=O)[C@@H](C)S2,3tge
3tge_decoy_5,O=C1NC(=CCCl)C=C1CN1CCN(C(=O)C=NNc2csc3ccccc23)[C@@H](c2ccco2)C1,3tge
3tge_decoy_6,O=C(NCC(=O)N1CCN(c2ccc3ccccc3n2)C[C@@H]1c1ccc(Cl)s1)NCc1ccco1,3tge
3tge_decoy_7,Cc1cc2c(cc1Cl)N(C(=O)CCc1c(C)sc(C)c1C(=O)Nc1ncc3c(n1)CNC3=O)CC2,3tge
3tge_decoy_8,CCN1C(=O)C[C@@H](N(CCc2ccc(Cl)s2)C(=O)Nc2ccccn2)c2cc3c(cc21)NCC3=O,3tge
3tge_decoy_9,Cc1ccc(CCc2nc3c(C)cc4[nH]c(=O)n(Cc5csc(CCl)n5)c(=O)c4c3[nH]c2=O)cc1,3tge
3th9_decoy_1,CCCN1CCN2C(=C(c3cccc(CCn4cccc4)c3C)C[C@H]2C)C(=O)OCCC=C(C)C1,3th9
3th9_decoy_10,CCNC(=O)c1ccc(NC(=O)N[C@@H]2CCS(=O)(=O)C2)cc1C(=O)C(=CC1=CC[NH2+]C=C1)C(N)=O,3th9
3th9_decoy_2,C=CN(C)N=Cc1ccc(C(=O)C=COc2cccc(CN3CCCCc4ccccc43)c2)cc1,3th9
3th9_decoy_3,CC[C@@H]1COc2ccccc2N1C(=O)C(=CC=NC=NC1=CCC=C1)c1ccc(C(C)(C)C)cc1,3th9
3th9_decoy_4,Cc1[nH]c2c(c1C[NH3+])[C@@H](C[C@H]1CN(C(=O)OCc3ccc(CC(N)=O)cc3)CCO1)NS(=O)(=O)C2,3th9
3th9_decoy_5,CC1=C(C(=O)NC2=C(C(N)=O)OCC(NC(=O)c3ccc(C(=O)N[C@@H]4C[C@@H]4C[NH3+])cc3)=C2)SCO1,3th9
3th9_decoy_6,C[NH2+][C@H]1CC[C@H](S[C@H]2C[C@@H](NC(=O)NC3=C(C(=O)OC)OC(=O)c4cc(N)ccc4N3)C2)CC1,3th9
3th9_decoy_7,CC(=O)[C@@H]1CCN(C(=O)c2cc(C(=O)OCC(N)=O)sc2NC(=O)NC2=CC(=C[NH3+])CC(C)=C2)C1,3th9
3th9_decoy_8,Nc1nsc(=O)cc1NC(=O)N1CCC(CO)([N@H+]2CCC(=CC(=O)c3ccc(O)cc3O)C2)CC1,3th9
3th9_decoy_9,CCOc1cc2c(cc1OC)N(C(=O)[C@]1(NC(N)=O)CC[C@@H]([NH3+])CC1)CCC2=CNC(=O)C(O)=S,3th9
3tif_decoy_1,O=C(OCCOP(O)O)N1CC[C@H]2OONC(=O)[C@]2(O)C1,3tif
3tif_decoy_10,O=C1NC[C@@H](C(=O)O[C@H]2C(=O)CN(CP(O)O)C2=O)O1,3tif
3tif_decoy_2,O=POCCN1C(=O)OC(=O)[C@@]2(CO[C@H](C(=O)O)N2)C1=O,3tif
3tif_decoy_3,O=C1C[C@]2(CO1)O[C@@H](C(=O)NCCOP(O)O)NC2=O,3tif
3tif_decoy_4,COC(=O)OC(=O)N1C[C@@H](P(O)O)[C@H](CN)[C@H]1C(=O)O,3tif
3tif_decoy_5,N[C@]1(C2=C(C(=O)NCOP(O)O)COC2=O)COCO1,3tif
3tif_decoy_6,O=C(NCCOP(O)O)N[C@@H]1COC[C@@](O)(OO)C(=O)C1,3tif
3tif_decoy_7,N=C1N=C(C2=CO[C@H](COP(O)O)O2)OC[C@@H](CO)O1,3tif
3tif_decoy_8,N[C@@H]1COP(O)OC[C@]1(O)C(=O)NCCCOC(=O)O,3tif
3tif_decoy_9,O=C1NC[C@H](O)CN1C(=O)C1=CO[C@@H](COP(O)O)O1,3tif
3tki_decoy_1,CCCCOC(=O)c1nc(C(=O)N2CCC[C@@H](C(=O)[C@@H]3C[C@@H]([NH3+])C[C@H]3[NH2+]C)C2)[nH]c1C,3tki
3tki_decoy_10,C[N@H+](Cc1cccc(CN2CCCC2)c1)c1cccc(NC(=O)Nc2ncccn2)c1,3tki
3tki_decoy_2,C[C@H](Oc1ccc([C@@]2([NH2+]CCOc3ccc(C[NH3+])cc3)CCNNC2=O)cc1)C(N)=O,3tki
3tki_decoy_3,CCCCCC(=O)N(C)c1cc2n(n1)C[C@@H](C)N(Cc1cc(N)c3ccccc3[nH+]1)C2,3tki
3tki_decoy_4,CCCN(C(=O)c1n[nH]c(NC)c1[C@H]1C(CC)=CNC2=C1C(C)=[NH+]C2)C1CCCCC1,3tki
3tki_decoy_5,C=CCCCC1=NC=C2C(=O)N3CCC[C@@H]3CCC=C([NH3+])C(C)=NN=C2N1CCC=C,3tki
3tki_decoy_6,C[C@@H]1CN(Cc2ccnc(NCc3ccccc3Oc3cnccn3)c2)C(C)(C)C[NH2+]1,3tki
3tki_decoy_7,C=CC=Nc1ccnc(C[N@H+]2CC[C@H](NC(=O)C[C@@H]3CCCc4[nH]c(C)cc43)CC2)n1,3tki
3tki_decoy_8,C=CN=C1CCCC=C1CNCN1CCC[C@@H]([NH2+]Cc2[nH]c(=O)n3cccc(C)c23)C1,3tki
3tki_decoy_9,COCC[NH2+][C@H](C)c1ccc2c(C=C3N=C(C(C)C)Nc4c3c(C)nn4C)c[nH]c2c1,3tki
3tkw_decoy_1,C=CC(=CCCl)CCn1c(=O)[nH]c2nccc(C[N@@H+]3CCC[C@H](c4[nH+]c5c(o4)COCOC5)CC3)c2c1=O,3tkw
3tkw_decoy_10,C[NH2+]CCc1cccc(Oc2ccc3c(c2OCO)OC2=NN4CC[N@@H+](C)CCN5C(=O)CC3=C2[C@H]45)c1,3tkw
3tkw_decoy_2,CCc1[nH+]c2c(c(=O)o1)CC[N@H+](Cc1[nH]c([C@@H]3CCCN(C(=O)c4occc4C)C3)nc1C=CC(=O)Cl)C2,3tkw
3tkw_decoy_3,Cc1cccc(COC(=O)COC(=O)C[N@@H+](C)c2nnc3n2C(=O)c2ccccc2-3)c1-c1cc[nH+]c(Cl)c1,3tkw
3tkw_decoy_4,CO[C@H](C)COC(=O)Cn1c(=O)c(C[N@@H+]2CCN3C[NH2+]C[C@]3(C)C2)c2ccc3cc(Cl)c(C)cc3n2c1=O,3tkw
3tkw_decoy_5,CCOCc1oc(OC)c(-c2nc3c4c(ncc3[nH]2)[C@H]([NH2+]CC2Oc3ccccc3O2)C[C@@H]4[NH+](C)C)c1Cl,3tkw
3tkw_decoy_6,C[N@@H+]1CCC[C@@H](C(=O)N2CC[N@H+](CCOC(=O)Cn3ncc4cc(Oc5ccc(O)c(Cl)c5)ccc43)C2)C1,3tkw
3tkw_decoy_7,COc1ccccc1NC(=O)COC(=O)c1c(CCl)[nH+]c(N2CCCC2)[nH+]c1-c1ccc2c(c1)C(=O)CN2,3tkw
3tkw_decoy_8,C[NH2+]Cc1ccc(Oc2ccc(Oc3nnc([N+]4=C5C(=O)OCCCC5=CC[C@@H]4C)[nH]c3=O)c(Cl)c2)cc1,3tkw
3tkw_decoy_9,COCc1ccc(Cl)c[n+]1-c1ccc(C(=O)Nc2ccc(O[C@H]3CC[NH2+]C3)c(C(=O)OCC3CC3)c2)nn1,3tkw
3ts4_decoy_1,COc1nc(SCc2cc(CCC[C@@H](CCO)[C@@H](C)S(C)(=O)=O)c3[nH]c(=O)[nH]c(=O)c3c2)nc2c1CCCCC2,3ts4
3ts4_decoy_10,C=CC(=CC)COC(=O)C[C@]1(C)CCCN(C(=O)NCC(=O)N[C@@H](c2csc3cscc23)[C@@H](O)CNC(C)=O)C1,3ts4
3ts4_decoy_2,CCC[C@H](c1ccc(CSC[C@H](CO)OC)cc1)[C@@H]1CC(=O)Nc2cc(C(=O)Nc3sccc3C(=O)OC)nn21,3ts4
3ts4_decoy_3,CCCS(=O)(=O)Nc1ccc(C(=O)N2[C@@H](C)CC[C@H]2CO)c(CCCNS(=O)(=O)N2c3ccccc3C[C@@H]2C)c1,3ts4
3ts4_decoy_4,CC[C@H](CSC)NC(=O)CCCOc1c(OC)cccc1C(=O)Nc1nc2ccc([C@H]3C[C@H]3[SH]=O)cc2c(=O)[nH]1,3ts4
3ts4_decoy_5,CC[C@@H]1CCC=C(CN=c2sc3ccccc3n2C(=O)C[C@@H]2C(=O)N(C)C(=O)[C@H]2CSC[C@H](O)CNC(C)=O)O1,3ts4
3ts4_decoy_6,COc1ccc(OC)c(NC(=O)Nc2c(C)csc2[C@@H](O)CCc2nc([C@@]3(CC[SH]=O)CCC[C@@H](C)C3)no2)c1,3ts4
3ts4_decoy_7,CCS(=O)(=O)NCCN(C(=O)CCOc1cccc(Nc2nc(C3CC3)cc(=O)n2C)c1)[C@H]1CCC[C@]1(C)CO,3ts4
3ts4_decoy_8,C=C(C)CN[C@H]1CC(=O)N([C@H]2ON=C(C(C)C)C=C2NC(=O)SCC(=O)c2cc(C(=O)OC)c(CCCC)s2)C1,3ts4
3ts4_decoy_9,COc1cc(CNC(=O)c2ccc(-c3ccc(CC(=O)N(CCO)[C@@H]4CCC[C@@H]([SH]=O)[C@H]4C)s3)[nH]c2=O)ccn1,3ts4
3tsk_decoy_1,C[C@H]1C=C(c2nc(NS(=O)(=O)N3CCC[C@H](Sc4nnn[nH]4)C3)c(N)c(OC[C@H](O)C[C@H](O)Cl)n2)C(=O)NC1=O,3tsk
3tsk_decoy_10,Nc1cc(COC(=O)c2cnc(SCC(=O)N3CC[C@](O)(CNC(=O)NC4=N[S@@](=O)NN4)[C@@H](CCl)C3)o2)cnn1,3tsk
3tsk_decoy_2,CC1=NCCCC1=CNS(=O)(=O)NC[C@H]1COCC[C@@]1(NS(=O)(=O)C1=CNC(=O)C1=CC(=O)NCl)c1nnn[nH]1,3tsk
3tsk_decoy_3,Cc1noc(N=c2nc(SCC(N)=O)nc([C@@H]3CN(C(=O)NCCO)CCO3)[nH]2)c1[C@@H](Cl)SC1=N[C@@H](O)C(=O)N1,3tsk
3tsk_decoy_4,O=C(COC(=O)N[C@@H]1C[C@@H](Sc2nc(N=NCl)cc(=O)[nH]2)C[C@H](NC(=O)Nc2nnc(C(=O)O)s2)C1)NC1CC1,3tsk
3tsk_decoy_5,C[C@H](Sc1nn(CC(=O)N2CC[C@H](C(=O)Nc3cn(C)nc3Cl)[C@H]2CS(=O)(=O)NN=C[C@@H](C)O)c(=O)[nH]1)C(N)=O,3tsk
3tsk_decoy_6,C[C@@H](CO[C@H]1C[C@H](CNS(N)(=O)=O)C(=NC(=CCl)N=CO)c2cn(C)nc21)NC(=O)NC1=CNCOC1=N[SH]=O,3tsk
3tsk_decoy_7,CS[C@H](CNC(=O)[C@@H](C)NC(=O)NCc1nnc(NC(=O)c2ncc(Cl)[nH]c2=O)[nH]1)NS(=O)(=O)[C@H]1CCO[C@H]1C,3tsk
3tsk_decoy_8,C[C@]1(n2ncc(-c3nc(NS(=O)(=O)CCC(=O)N(CC(N)=O)[C@@H]4CCCN(Cl)C4=O)n[nH]3)c2N)CCS(=O)(=O)C1,3tsk
3tsk_decoy_9,Cc1ccc([S@@](=O)CN2C(=O)[C@H](C)N(c3ncc(C(N)=O)c(Cl)n3)C2=O)cc1NC(=O)N[C@@H]1NN[C@@H](NO)[S@@]1=O,3tsk
3tt4_decoy_1,C=CC(=CC)CCCOC(=O)C1=C(C)NC=C(C(N)=CCS(C)(=O)=O)C1,3tt4
3tt4_decoy_10,CCSC[C@](C)(CO)[C@H](C)Oc1cc(N)cc(NC(=O)c2ccco2)c1,3tt4
3tt4_decoy_2,CCCCC1=C([C@H](O)c2scc(CCO)c2NC(N)=O)C=C(C)CC1=O,3tt4
3tt4_decoy_3,N#CC[C@@](CS)(CCO)Cc1cc2cc(OC[C@@H](O)CCO)ccc2[nH]1,3tt4
3tt4_decoy_4,CCc1cc(CNCC(O)=CC(=O)C2=C(C(N)=O)SCC2)cc(OC)c1,3tt4
3tt4_decoy_5,C=CC1=CCCC[C@H]1NC(=S)NC[C@H](O)COc1ccc(O)c(OC)c1,3tt4
