PDBCode,RDKitCanonSmile
2wuf,CC(C=CC(=O)C(=O)O)C(=O)CCC1C(=O)CCC2(C)C(=O)CCC12
5otr,[H][N+]([H])([H])Cc1cc(Cl)c(-c2ccccc2)c(Cl)c1
3ivc,COc1ccc2c(c1)cc(C(=O)OCc1cc3ccccc3o1)n2CC(=O)O
4djo,[H]OC(CN(CC(C)CC)S(=O)(=O)c1ccc(OC)cc1)C(Cc1ccccc1)N([H])C(=O)OCCN([H])C(=O)C(Cl)Cl
3v3q,[H]OC(=Cc1c(C(=O)CCCCCCC)cc(OC)c(OC)c1OC)OCC
4rqv,[H]N1c2ccc(Cl)cc2SC1N([H])S(=O)(=O)c1cc2ccccc2s1
4poj,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2ccc(C)cc21
2bal,[H]N([H])C1C(C(=O)c2cccc(OC3CC[N+]([H])([H])CC3)c2)=CN([H])N1c1ccc(F)cc1
3dbu,[H]N1C(N([H])S(=O)(=O)c2ccccc2)SC(S(=O)(=O)N([H])[H])N1[H]
2w47,[H]OC1C=C(C(=O)O)OC(OC2C(C(=O)O)OC(O[H])C(O[H])C2O[H])C1O[H]
4mc6,[H]OC(CN1CC(C(C)C)Cc2cc(F)ccc2S1(=O)=O)C(Cc1ccccc1)N([H])C(=O)N([H])C(C)(C)C
1kc7,[H]OC(CP(=O)(O)O)C(=O)O
1t5f,[H]OC(CCCCC(C(=O)O)[N+]([H])([H])[H])O[H]
5b5g,[H]OC1c2cc(C3=CN([H])CC(C(=O)OC)=C3)oc2C=CN1[H]
1epo,[H]OC(O[H])(C(CC1CCCCC1)N([H])C(=O)C(CCCC)N([H])C(=O)C(Cc1ccccc1)N([H])C(=O)N1CCOCC1)C(F)(F)C(=O)N([H])C
4ovf,[H]n1c2c(c3cc(Cl)ccc31)CCC(C(=O)O)C2
6mjw,[H]OCC(=O)N1CCc2c(c3c(C4=CN([H])C(N)C=C4)cc(Cl)c(Cl)c3n2[H])C1
6eiz,[H]OCC=C(C)CCC=C(C)CCC=C(C)C
2qtg,[H]OC1C(CSC)OC(N2CCC3=C2N([H])CN([H])C3N([H])[H])C1O[H]
3nq9,CCCCCCCC(=O)O
3zxr,[H]N1C=CC(C2=C(C3=CN([H])C4=CC=CCC4=C3)N([H])C(C(C)(C)C)N2[H])=CC1
1rd4,[H]N1CC=C(c2ccc(Sc3ccccc3OCC)c([N+](=O)[O-])c2)C=C1N1CCN(C(C)=O)CC1
3hgm,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
4kao,[H]N1C=C(c2ccc(N([H])C(=O)N([H])C3C=C(C(C)(C)C)N([H])N3c3ccc(C)cc3)cc2)C=CC1
2z93,[H]OCC1OC2CC3OC4CC=CCOC4C(O[H])C3OC2C=CC1O[H]
1jn4,[H]OCC1OC(n2ccc(=O)n([H])c2=O)CC1OP(=O)(O)OP(=O)(O)OCC1OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C(O[H])C1O[H]
2xab,[H]Oc1cc(O[H])c(C(C)C)cc1C(=O)n1cc2ccccc2c1
4mjp,CC(C(=O)O)c1ccc(C2C=CCCC2)c2ccccc12
4egk,[H]Oc1cc(O[H])c2c(c1Cl)CC(=O)C=CC=CC1OC1CC(C)OC2=O
4gki,[H]N([H])C1C2=C(Cc3cccc4ccccc34)N([H])N(C(C)(C)C)C2N([H])CN1[H]
4tjz,CCCCCCCCCC(=O)O
2aco,CCCCC=CCCCCCCCCCCCC(=O)O
1vfn,[H]N1CN([H])C2=C(C1=O)N([H])CN2[H]
6g9i,[H][N+](C)(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
1oyq,[H]N([H])C(c1ccc(N([H])CC2N([H])c3cc(C4(C(C5C=CC=CN5[H])N([H])OCC(=O)OCC)CC4)ccc3N2C)cc1)=[N+]([H])[H]
1q72,[H][N+]1(C)C2CCC1C(C(=O)OC)C(OC(=O)c1ccccc1)C2
3g3r,[H]N(P(=O)(O)O)P(=O)(O)OP(=O)(O)O
6pyz,[H]n1cc(CC(C)(C(=O)O)[N+]([H])([H])[H])c2ccccc21
6g36,[H]OCC1OC(n2cc(Cl)c3c2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
3tt4,[H]N([H])C(=O)C(CCC(=O)O)N([H])C(=O)CCc1ccc(-c2ccc(C)s2)cc1
3bjc,[H]N1C(=O)C2=C(C(CCC)N([H])N2C)N([H])C1c1cc(S(=O)(=O)N([H])[H])sc1OCC
4det,[H]Oc1ccc(-c2oc3cc(O[H])cc(O[H])c3c(=O)c2O[H])cc1
3ldp,[H]OCC1OC(N2C3=C(C(N([H])[H])N([H])CN3[H])N([H])C2N([H])CC2=CC=C3C=CC=CC3N2[H])C(O[H])C1O[H]
3ta1,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
5za8,[H]N([H])C1=C(C(=O)N([H])C(N([H])[H])=[N+]([H])[H])N([H])C(C2=CN(C)N([H])C2)=C(N2CCC=CCC2)N1[H]
4ufj,[H]OCC1CN([H])C(=O)C(O[H])C1O[H]
5jjr,[H]OC1C(CSCCC(C(=O)O)[N+]([H])([H])[H])OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
3s73,[H]N1c2ccccc2SC1S(=O)(=O)N([H])[H]
3g35,[H]N(C(=O)c1cccc(F)c1)c1cccc(C2N([H])NN([H])N2[H])c1
6fmc,[H]N([H])C(N([H])CCCC(C(=O)O)N([H])C(=O)c1sccc1N([H])S(=O)(=O)c1cc(-c2ccc(C[N+]([H])([H])[H])cc2)cc2ccoc12)=[N+]([H])[H]
2gl0,[H]OCC1OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
1lf2,[H]OC(CC(CC(C)C)N([H])C(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)COc1c(C)cccc1C
1l2t,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
2qmg,[H]OC(C(Cc1cc(F)cc(F)c1)N([H])C(=O)c1cc(C)cc(C(=O)N2CCCC2COC)c1)C1CC(Oc2ccccc2)C[N+]1([H])[H]
3s78,[H]N([H])S(=O)(=O)c1cccs1
2f8g,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
2xys,[H]OC1CC2OCC=C3C[N+]4([H])CCC56c7ccccc7N1C5C2C3CC64
4q46,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
4cm4,[H]N([H])C1c2c(-c3ccc(F)cc3)cn([H])c2N([H])C(N([H])[H])N1[H]
6ekq,[H]N1C(C)=C(C(=O)N([H])C2SC=C(C[N+]3([H])CC(C)CC(C)C3)N2[H])OC1C
2vvn,[H]OCC1OC2SC(N([H])CC)N([H])C2C(O[H])C1O[H]
1q0h,[H]ON(C=O)CCCP(=O)(O)O
2pov,[H]N([H])c1cc(Cl)c(S(=O)(=O)N([H])[H])cc1S(=O)(=O)N([H])[H]
4pcs,[H]OC1C(O[H])C(C#Cc2ccccc2)[N+]([H])([H])C1C
5ty9,[H]N1C(=O)OC(c2ccc(OC)cc2OC)C1=O
5xg5,[H]OCC1OC(O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
1yds,[H]N1C=CC2=C(S(=O)(=O)N([H])CC[N+]([H])([H])C)C=CCC2=C1
3gss,[H]N(CC(=O)O)C(=O)C(CSCC(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl)N([H])C(=O)CCC(C(=O)O)[N+]([H])([H])[H]
4kz4,[H]N(c1ccccc1C(=O)O)S(=O)(=O)CCC
1h1p,[H]N1CN([H])C2C1=C(OCC1CCCCC1)N([H])C(N([H])[H])N2[H]
3d1y,[H]OC(C[N+]1([H])CC2CCCCC2CC1C(=O)N([H])C(C)(C)C)C(Cc1ccccc1)N([H])C(=O)C(CC(=O)N([H])[H])N([H])C(=O)C1=CC=C2C=CC=CC2N1[H]
2vvt,[H][N+]([H])([H])C(CCC(=O)O)C(=O)O
4mmp,[H]OCC(O[H])C(O[H])C1OC(O[H])(C(=O)O)CC(O[H])C1N([H])C(C)=O
6hs2,O=C1CC2CCC(C1)N2CCc1ccc(C(F)(F)F)cc1
1jgl,[H]Oc1ccc2c(c1)CCC1C2CCC2(C)C(O[H])CCC12
5i80,[H]n1ccc2c(-c3cccc(C(=O)N(C)C)c3)cn(C)c(=O)c21
3dx3,[H]OC1C(O[H])C(O[H])C([N+]([H])([H])[H])C1O[H]
1d09,[H]N(C(=O)CP(=O)(O)O)C(CC(=O)O)C(=O)O
5llo,[H]OCCS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c1N([H])C1CCc2ccccc21
3eft,[H]O[N+]1([H])C(C)(C)CC(N([H])C(=S)N([H])c2ccc(S(=O)(=O)N([H])[H])cc2Cl)CC1(C)C
1sv3,COc1ccc(C(=O)O)cc1
5bo9,[H]OCC(O[H])C(O[H])C1OC(OP(=O)(O)OCC2OC(N3CC=C(N([H])[H])N([H])C3=O)C(O[H])C2O[H])(C(=O)O)C(F)C(O[H])C1N([H])C(C)=O
1a4k,[H]N(C(C)=O)c1ccc(N2C(=O)C3C4CCC(N([H])C(=O)OCC(=O)O)(CC4)C3C2=O)cc1
4fnn,CCCCCCCCCCCCCCCCCC(=O)O
3tb6,[H]OC1COC(O[H])C(O[H])C1O[H]
5ofi,[H]OCC1OC(OCCN([H])C(=S)N([H])c2ccc(C3=C4CC=C(O[H])C=C4OC4=C3C=CC(=O)C4)c(C(=O)O)c2)C(O[H])C(O[H])C1O[H]
2qdt,[H]SCCC(=O)N([H])C(C)C(=O)O
6h38,[H]N([H])S(=O)(=O)c1ccc(C(=O)N2CC[N+]([H])(Cc3ccc(F)cc3)CC2)cc1
3kgt,[H]Oc1ccc(-c2coc3cc(O[H])cc(O[H])c3c2=O)cc1
3vfb,[H]OC(CN(CC1CCC(=O)N1[H])S(=O)(=O)c1ccc(OC)cc1)C(Cc1ccccc1)N([H])C(=O)OC1CC2CCOC2C1
3nox,[H]N1C(C(=O)N2CCOCC2)=CN2C(c3ccc(Cl)cc3Cl)C(C[N+]([H])([H])[H])=C(C)N([H])C12
3rdo,[H]OC1N([H])C2CSC(CCCCC(=O)O)C2N1[H]
5l01,[H]N1C(OC(c2ccc(Cl)cc2-c2ccccc2)C(F)(F)F)=CC(N2CCC3(CC2)CC(C(=O)O)[N+]([H])([H])C3)N([H])C1N
1efy,[H]N([H])C(=O)c1cccc2c1N([H])C(c1cccc(OC)c1)N2[H]
6b5g,[H]OC1C(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N)N([H])CN([H])C43)C(O[H])C2O[H])OC(N2C=CC=C(C(N)=O)C2)C1O[H]
1uvt,[H]N1C=CC(N([H])CCOc2cc(C)cc(N([H])S(=O)(=O)c3ccccc3)c2)=CC1
3tza,[H][N+]([H])([H])C(Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)O)C(=O)O
6g39,[H]OCC1OC(n2cc(I)c3c2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
2nsx,[H]OCC1CN([H])CC(O[H])C1O[H]
6el5,[H]N([H])C1C2=C(N([H])C(F)N1[H])N(CCCC#C)C(Cc1cc(OC)c(OC)c(OC)c1Cl)N2[H]
1jys,[H]N1CN([H])C2=C1C(N([H])[H])N([H])CN2[H]
6g38,[H]OCC1OC(n2ccc3c2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
5ive,[H]N1C(C)=C(C(C)C)C(=O)N2C1=C(C#N)CN2[H]
4abe,[H]N1C=CCN1c1cccc(C[N+]([H])([H])[H])c1
1u3r,[H]Oc1ccc2c(c1)OC(c1cccc3c(O[H])cccc13)N2[H]
4x6o,[H]N(C(=O)OC)c1ccc(C2=C(Cl)N([H])C(C(Cc3ccccc3)N([H])C(=O)CCc3cc(Cl)ccc3N3CN([H])N([H])N3[H])N2[H])cc1
1ghw,[H]Oc1ccccc1C1N([H])c2ccc(C(N([H])[H])=[N+]([H])[H])cc2N1[H]
1jmg,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)O
3g32,[H]N1NN([H])N([H])C1CCN1C(=O)c2ccccc2C1=O
1g36,[H]N([H])C(c1ccc(N([H])CC2N([H])c3cc(CN4c5ccccc5N([H])C4C)ccc3N2C)cc1)=[N+]([H])[H]
3mct,[H]OC1N([H])C=CC(N([H])[H])N1C
2wq5,[H]OC1=C2C(=O)c3c(O[H])ccc(N(C)C)c3CC2CC2C([N+]([H])(C)C)C(O[H])C(C(=O)N([H])[H])C(=O)C12O[H]
4mrw,[H]OC1=C2C=CC(Cl)=CC2N([H])C=C1
3lf0,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
4axd,[H]OC1C(COP(=O)(O)OP(=O)(O)N([H])P(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
2p7g,[H]Oc1ccc(C(C)(C)c2ccc(O[H])cc2)cc1
2wlz,[H]OCC1OC2SC(C)N([H])C2C(O[H])C1OC1OC(CO~[HH])C(O~[HH])C(O~[HH])C1N(~[HH])C(C)=O
1fv0,[H]Oc1ccc2c(cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c32)OCO4)c1OC
5j3l,O=S(=O)(CCC1CCCC1)N1CCCC1
3tkw,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
5ii2,[H]Oc1cc(O[H])c2c(=O)cc(-c3ccc(O[H])c(O[H])c3)oc2c1
5nw0,[H]OC1CC(C(=O)N([H])Cc2ccc(C3=C(C)N([H])CS3)cc2)N(C(=O)C(N([H])C(=O)C2(N([H])C(C)=O)CC2)C(C)(C)C)C1
4rd6,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
3gbe,[H]OCC1C(O[H])C(O[H])C(O[H])C[N+]1([H])[H]
1s89,O=C(O)COP(=O)(O)O
3p3t,[H]N1C(C)=C(CCCOc2ccccc2F)C(C)N1[H]
5yj0,[H]N1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O
3pb8,[H]N1C=C(CCN([H])C(C)=O)N([H])C1
1njj,[H]OC(C)C1OC(OC2C(O[H])C(OC3OCC(C)(O[H])C([N+]([H])([H])C)C3O[H])C([N+]([H])([H])[H])CC2[N+]([H])([H])[H])C([N+]([H])([H])[H])C(O[H])C1O[H]
1pyn,[H]Oc1cccc(OCCCCN([H])C(=O)C(Cc2ccc(OC(C(=O)O)C(=O)O)cc2)N([H])C(=O)OC(C)(C)C)c1C(=O)OC
3vx3,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
6g2l,[H]n1c(=O)c(CSCP(=O)(O)O)cn(C2CC3OC(c4ccccc4)(P(=O)(O)O)OCC3O2)c1=O
4k9y,[H]N([H])C1=C2C(N([H])CN1[H])N(c1ccc(N([H])C(=O)N([H])C3C=C(C(C)(C)C)N([H])N3c3ccc(C)cc3)cc1)CN2[H]
2p2a,[H]OC1=C(CC(C(=O)O)[N+]([H])([H])[H])C(=C2N([H])NN(Cc3ccccc3)N2[H])ON1[H]
4y79,[H]N(C1CCN(C(C)C(=O)N2CCOCC2)C1=O)S(=O)(=O)C=Cc1ccc(Cl)cc1
2v77,CC(CC(CC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O
4bt3,[H]OC(C)C(C)(O[H])C(=O)O
4uxl,[H]N1CC2=CC(=C1N)OC(C)c1cc(F)ccc1C(=O)N(C)CC1=C2C(C#N)N(C)N1[H]
5zo8,[H][N+]([H])([H])C(CSC(c1ccccc1)(c1ccccc1)c1ccc(OC)cc1)C(=O)O
4gfo,[H]N(C(=O)c1c(Cl)cccc1Cl)c1ccn([H])c(=O)c1
5ovx,[H]OC(c1cccc(-c2ccc(C(O[H])P(=O)(O)O)cc2)c1)c1ccc(Cl)c(Cl)c1
6hh3,[H]OC1C[N+]([H])([H])C(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N([H])[H])N([H])CN([H])C43)C(O[H])C2O[H])C1O[H]
4ll3,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
5u0f,[H]N1C(=O)C(CC2=CCC(OC)=CC23CO3)SC1=S
1oe8,[H]SCC(C(=O)N([H])CC(=O)O)N([H])C(=O)CCC(C(=O)O)[N+]([H])([H])[H]
2ra0,[H]N([H])C(=O)C1=C2CC=C(c3ccc(N4C=CN([H])C4C[N+]([H])(C)C)cc3F)C(F)=C2N(C2=CC=C3ON([H])C(N([H])[H])=C3C2)N1[H]
3oyq,[H]N(C(=O)CCC(C)CC)c1ccc(S(=O)(=O)N([H])[H])cc1
1hku,[H]OC1C(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N([H])[H])N([H])CN([H])C43)C(O[H])C2O[H])OC(N2C=C(C(=O)N([H])[H])C=CC2)C1O[H]
6epz,[H]OCC1OC(OCC2OC(O[H])C(O[H])C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
2weh,[H]N([H])S(=O)(=O)c1ccccc1Cl
3w07,[H]OC1C(COP(=O)(O)O)OC(n2ccc(=O)n([H])c2=O)C1O[H]
2mas,[H]OCC1C(O[H])C(O[H])C(c2ccc(N([H])[H])cc2)[N+]1([H])[H]
4b33,[H]Oc1cccc2ccccc12
1ps3,[H]OCC1C(O[H])C(O[H])C(O[H])C2N([H])C(=O)C(=O)N12
3qtv,[H]N(CC1=CCN(C)C=C1)C(=O)C1CCCN1C(=O)C(Cc1ccccc1)[N+]([H])([H])[H]
3hzl,[H]N1C=CC=CC1C(=O)O
2r3t,[H]N([H])C(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)C2C[N+]([H])([H])CC2N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)N([H])[H])cc2)cc1
4exs,[H]SCC(C)C(=O)N1CCCC1C(=O)O
3d0b,[H]N([H])C(=O)c1ccc(-n2c3c(c4ccccc42)C(=O)CCC3)cc1N([H])CCOC
1pmn,[H]N1C=CC(C2=C(c3ccc(Cl)c(Cl)c3)N([H])C([C@H]3CC[N@+]([H])(C)CC3)N2CCC)N([H])C1N([H])C1CC1
1gwv,[H]OCC1OC(OC2C(CO[H])OC(O[H])C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
5dh5,[H]N1C(OCC2CC2C2C=CC=CN2[H])=CC(N([H])CC2=CN([H])N(C)C2)N2C1=CCN2[H]
1ws5,[H]OCC1OC(OC)C(O[H])C(O[H])C1O[H]
6fng,[H]N1C=C(C2N([H])C(N([H])c3cc(C(=O)N([H])c4cccc(C(F)(F)F)c4)ccc3C)C3=CN(C)N([H])C3N2[H])C=CC1
1rdt,[H]N1C(CCOc2ccc(CC(C(=O)O)N([H])c3ccccc3C(=O)c3ccccc3)cc2)=C(C)OC1c1ccccc1
4mc2,[H]OC(CN1CC(C(C)(C)C)Cc2cc(F)ccc2S1(=O)=O)C(Cc1ccccc1)N([H])C(=O)OC1CCOC1
5n1r,[H]N1C=CCN1Cc1ccc(-c2ccc(S(=O)(=O)N([H])[H])cc2)cc1
4yho,[H]N([H])C(c1ccc(N([H])CC2N([H])c3cc(C(=O)N(CCC(=O)O)C4C=CC=CN4[H])ccc3N2C)cc1)=[N+]([H])[H]
2ozl,[H]N([H])C1C(CN2CSC(CCOP(=O)(O)OP(=O)(O)O)=C2C)=CN([H])C(C)N1[H]
6cqf,[H]N1CC2=CN([H])N(C(C)C)C2=CC1N([H])C1C=C(C2CC[N+]([H])([H])C2)N([H])C(N2CCC(F)(F)C2)N1[H]
4k3h,[H]Oc1ccc(C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1
4gj2,[H]N1CC=C(N([H])C(=O)c2c(Cl)cccc2Cl)C=C1N([H])C(=O)C1CC1F
1j4r,[H]N1C=C(CCCC(CCCc2ccccc2)OC(=O)C2CCCCN2C(=O)C(F)(F)c2cc(OC)c(OC)c(OC)c2)C=CC1
4j0m,[H]OC1CC2C(O[H])OCC3C(CCC4(C)C(C(C)C(O[H])C(O[H])C(C)C(C)C)CCC34)C2(C)CC1O[H]
1ppc,[H]N([H])C(c1ccc(CC(C(=O)N2CCCCC2)N([H])C(=O)CN([H])S(=O)(=O)c2ccc3ccccc3c2)cc1)=[N+]([H])[H]
4unp,[H]N1C(C)=c2ccc(=O)n([H])c2=CC1CCC
6a2m,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)O
1fki,CC1(C)COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O
5itp,[H]N([H])C(N([H])CCCC(C(=O)O)[N+]([H])([H])C(C)C(=O)O)=[N+]([H])[H]
3cf8,[H]Oc1cc(O[H])c2c(=O)c(O[H])c(-c3ccc(O[H])c(O[H])c3)oc2c1
3jya,[H]N1CN([H])c2c(sc3c(Cl)ccc(Cl)c23)C1=O
3ipq,[H][N+](CCCOc1cccc(CC(=O)O)c1)(Cc1cccc(C(F)(F)F)c1Cl)CC(c1ccccc1)c1ccccc1
2hu6,[H]ON([H])C(=O)N1CC2OC(C1)C(C(=O)N([H])Cc1ccc(-c3ccccc3)cc1)O2
4zw7,[H]ON([H])C(=O)C(c1ccc(-c2cc(F)c(F)c(F)c2)cc1)N([H])C(=O)OC(C)(C)C
4ibi,[H]OC1=C(O[H])N(c2cccc(C(=O)O)c2)C(c2cc(Cl)c3c(c2)OCO3)C1C(=O)c1cccc(C(F)(F)F)c1
3fei,[H]N1C(COc2ccc(CC(OCC)C(=O)O)c(C)c2)=CSC1c1ccc(Cl)cc1
1x8j,[H]OC1CCC2(C)C(CCC3C4CCC(=O)C4(C)CCC32)C1
1bcd,[H]N([H])S(=O)(=O)C(F)(F)F
4ocq,[H]OCC1OC(O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
5t9z,[H]Oc1cccc(CC2C(=O)N3CCCC(C(=O)OCc4cccc(c4)C=CCCC(OC)C(C)C(=O)N([H])C(C(C)C)C(=O)N2[H])[N+]3([H])[H])c1
6ge9,[H]OCC1OC(OP(=O)(O)O)C(O[H])C(O[H])C1O[H]
4r3w,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1OP(=O)(O)O
4cl6,[H]N(Cc1ccc(Cl)cc1)C1N([H])C(c2ccco2)N([H])N1[H]
5vb7,[H]N1C=CC(C2CCC(N(C)C(=O)N(CC=C(C)C)c3cccc(Oc4ccccc4)c3)CC2)=CC1
5etj,[H]OCC1C[N+]([H])(Cc2cn([H])c3c2N([H])C(N([H])[H])N([H])C3=O)CC1O[H]
1l2s,[H]N(c1ccc(Cl)cc1)S(=O)(=O)c1ccsc1C(=O)O
4m13,[H]N([H])C(=O)C1C(N([H])C(=O)N([H])[H])=CN(c2cccc3ccc(OCCC)cc23)N1[H]
1utm,[H][N+]([H])([H])CCc1ccccc1
5ljq,[H]N1C(COc2ccccc2)=CN(c2ccc(S(=O)(=O)N([H])[H])cc2)N1[H]
3ggu,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OC=CC12
3b7i,[H][N+]([H])([H])C(CC(C)C)P(=O)(O)O
3s77,[H]N1C=CSC1S(=O)(=O)N([H])[H]
2wbg,[H]OC1C(O[H])C2COC(N([H])CCCCCCCC)N2C(O[H])C1O[H]
1tlc,[H]OC1CC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)OC1COP(=O)(O)O
3fqe,[H]N([H])C(=O)C1=C(N([H])c2cccc(C)c2)N([H])C(N([H])C2CCCCC2[N+]([H])([H])[H])N([H])C1
3f5l,[H]OCC1OC(OC2C(O[H])C(CO[H])OC(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
5evd,[H]SCC1SCC2SC(C)(C)C(C(=O)O)[N+]12[H]
4yrd,[H]Oc1c(C(C)C)ccccc1=O
4bcp,[H]N(C)C1SC(C2C(C#N)=CN([H])C(N([H])c3cccc(N4CCC[N+]([H])([H])CC4)c3)N2[H])=C(C)N1[H]
6eyt,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(n2ccc(=O)n([H])c2=O)C1O[H]
5chk,[H]N(C1=CCC(=O)C=C1)N([H])c1ccccc1C(=O)O
3jvr,[H]N(C(=O)OC(C)C1N([H])c2ccccc2N1[H])c1ccc(Cl)c(Cl)c1
2h3e,[H]N([H])C(=O)C(CC(=O)O)N([H])C(=O)CP(=O)(O)O
3o9i,[H]OC(CN(CC(CC)CC)S(=O)(=O)c1ccc2c(c1)SCN2[H])C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
2qw1,[H]OCC1OC(O[H])C(O[H])C(OC)C1O[H]
4np9,[H]OC1C(O[H])C(OP(=O)(O)O)C(OP(=O)(O)O)C(O[H])C1OP(=O)(O)O
4hf4,[H]OC(C)C1CCN(C2=C(Oc3ccc(N([H])C4Sc5ccccc5N4[H])cc3)N([H])C=CN2[H])CC1
5vm0,[H]N(C(=O)N([H])c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1
1k6c,[H]OC(CC(Cc1ccccc1)C(=O)N([H])C1c2ccccc2CC1O[H])C[N+]1([H])CC[N+]([H])(CC2=CN([H])CC=C2)CC1C(=O)N([H])C(C)(C)C
4qsv,[H]OCC1OC(n2cc(C)c(=O)n([H])c2=O)CC1O[H]
6fuh,[H]N(C1=C2C=CC=CC2N([H])C(N([H])C(C(=O)O)C(C)C)N1[H])c1cccc(C[N+]([H])([H])[H])c1
2xc0,[H]N(C(=O)C1CN(S(C)(=O)=O)CC1C(=O)N([H])c1ccc(-n2ccccc2=O)cc1F)c1ccc(OC)c(F)c1
1cnx,[H]N(CCOCCOCC[N+]([H])([H])[H])C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
3upk,[H]OCC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)n([H])c3=O)C(O[H])C2O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
3b27,[H]N([H])C1N([H])C(SC)N([H])C(c2ccccc2Cl)N1[H]
6b59,[H]N([H])C1=C2C(N([H])CN1[H])N(CC(=O)N([H])CCc1ccc(S(=O)(=O)N([H])[H])cc1)CN2[H]
5mpk,[H]N1CSC=C1c1cc(C(=O)N([H])c2cc(C(C)=O)ccc2OCC)cc(C2N([H])N([H])N([H])N2[H])c1
3str,[H]ON([H])C(=O)CN([H])C(=O)C1CSCN1C1N([H])C(N2CCN(c3ccccc3Cl)CC2)N([H])C(N([H])c2c(C)cccc2C(=O)N([H])C)N1[H]
1e96,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
1oe0,[H]OC1=C(C)CN(C2CC(O[H])C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C(=O)N1[H]
