PDBCode,DatabaseSmile,RDKitCanonSmile
1y20,OC(=O)C1([NH3+])CC1,[NH3+]C1(C(=O)O)CC1
2wuf,O=C([C@@H](/C=C/C(=O)C(=O)O)C)CC[C@H]1C(=O)CC[C@]2([C@@H]1CCC2=O)C,C[C@H](/C=C/C(=O)C(=O)O)C(=O)CC[C@H]1C(=O)CC[C@]2(C)C(=O)CC[C@H]12
5g46,CCc1cc(=O)c2c([nH]1)cccc2,CCc1cc(=O)c2ccccc2[nH]1
1b55,O[C@@H]1[C@H](OP(O)(O)O)[C@@H](OP(O)(O)O)[C@@H]([C@H]([C@@H]1OP(O)(O)O)O)OP(O)(O)O,O[C@@H]1[C@H](O[PH](O)(O)O)[C@@H](O[PH](O)(O)O)[C@H](O[PH](O)(O)O)[C@@H](O)[C@@H]1O[PH](O)(O)O
3d7k,COP([C@]([C@H]1SC(=C(N1Cc1cnc(nc1N)C)C)CCOP(OP(O)(O)O)(O)O)(c1ccccc1)O)(O)O,CO[PH](O)(O)[C@@](O)(c1ccccc1)[C@H]1SC(CCO[PH](O)(O)O[PH](O)(O)O)=C(C)N1Cc1cnc(C)nc1N
3i7s,CC(=O)C(=O)O,CC(=O)C(=O)O
4ocq,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
3aas,OC(=O)[C@@H](/N=C/c1cc(ccc1O)NC(=[NH2+])N)C,C[C@H](/N=C/c1cc(NC(N)=[NH2+])ccc1O)C(=O)O
5wuk,CS(=O)(=O)c1ccc(cc1)c1cnc(n2c1nnc2)NCc1ccco1,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1
1hyo,O=C(CP(O)(O)C)CC(=O)O,C[PH](O)(O)CC(=O)CC(=O)O
1qf0,O=C([C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)S)N[C@H](C(=O)O)Cc1ccc(cc1)O,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@@H](S)Cc1ccccc1
1rm0,C(CO)[C@H]([C@@H]([C@@H](C=CP(=O)(O)O)O)O)O,O=P(O)(O)C=C[C@@H](O)[C@@H](O)[C@H](O)CCO
1ajq,OC(=O)Cc1cccs1,O=C(O)Cc1cccs1
3gt9,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1c1scc(n1)c1cccc2c1cccc2)C1CCCCC1)C,C[NH2+][C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2cccc3ccccc23)cs1)C1CCCCC1
5c2o,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O2)c(=O)[nH]c1=O
2bvd,OC[C@H]1C[NH2+]C[C@H]([C@@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,OC[C@H]1O[C@@H](O[C@@H]2C[NH2+]C[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3uz5,Clc1cc(Cl)c2c(c1)nn[nH]2,Clc1cc(Cl)c2[nH]nnc2c1
1hdr,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
4lhm,OC[C@H]1O[C@H](C[C@@H]1N=N#N)n1cc(C)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
2h6b,OC(=O)Cc1ccc(c(c1)Cl)O,O=C(O)Cc1ccc(O)c(Cl)c1
2zfs,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCC1)NCc1ccc(cc1)C(=[NH2+])N,NC(=[NH2+])c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[NH2+]C2CCCCCC2)cc1
5vd0,C=CCn1c(=O)c2c(n1c1cccc(n1)C(O)(C)C)nc(nc2)Nc1ccc(cc1)N1CC[NH+](CC1)C,C=CCn1c(=O)c2cnc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
3sus,OC[C@H]1O[C@@H]2S[C@H]([NH2+][C@@H]2[C@H]([C@H]1O)O)C,C[C@H]1[NH2+][C@H]2[C@H](O[C@H](CO)[C@H](O)[C@@H]2O)S1
4yc9,CCCOc1cc(cc(c1)Oc2cc3c(cc2NS(=O)(=O)c4ccc(c(c4)OC)OC)N(C(=O)N3C)C)OCCCCN(C)C,CCCOc1cc(OCCCCN(C)C)cc(Oc2cc3c(cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)n(C)c(=O)n3C)c1
4x5p,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)NC(=O)c2ccc(cc2)C(=O)O)[C@H]([C@H]([C@@H]1O)O)O,O=C(O)c1ccc(C(=O)Nc2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1
4do5,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@H]1O)O)O,OC[C@H]1[NH2+]C[C@H](O)[C@@H](O)[C@H]1O
3nu4,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
4lzs,CNC(=O)c1[nH]c(c(c1CC)C(=O)C)C,CCc1c(C(=O)NC)[nH]c(C)c1C(C)=O
4i9u,COc1ccc(cc1NC(=O)CSc1ccc(cn1)C(=O)O)Cl,COc1ccc(Cl)cc1NC(=O)CSc1ccc(C(=O)O)cn1
5igm,CCOC(=O)Nc1cc(n[n+]2c1[nH]nc2C)c1ccc(c(c1)NS(=O)(=O)C)C,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)n[n+]2c(C)n[nH]c12
6dif,CCC[C@@]1(CCc2ccccc2)CC(=C(C(=O)O1)[C@@H](c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
4cm9,c1ccc(cc1)c2c3c([nH]c2c4ccccc4)N=C(NC3=O)N,Nc1nc2[nH]c(-c3ccccc3)c(-c3ccccc3)c2c(=O)[nH]1
1wn6,[NH3+][C@H](CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(=O)O)N1C=C[C@](NC1=O)(O)[NH3+])CC[N+](=C(N)N)C,C[N+](CC[C@H]([NH3+])CC(=O)N[C@H]1C=C[C@H](N2C=C[C@@]([NH3+])(O)NC2=O)O[C@@H]1C(=O)O)=C(N)N
6b5g,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
6fo5,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(cc1)CNS(=O)(=O)c1ccc2c(c1)CCCC(=O)N2,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)cc1
4mc6,O=C(NC(C)(C)C)N[C@H]([C@@H](CN1C[C@H](Cc2c(S1(=O)=O)ccc(c2)F)C(C)C)O)Cc1ccccc1,CC(C)[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)NC(C)(C)C)C1
3u8j,[NH2+]1CCCN(CC1)c1cccnc1,c1cncc(N2CCC[NH2+]CC2)c1
3ml2,COc1ccc2c(c1)oc(=O)cc2CC(=O)Nc1ccc(cc1)S(=O)(=O)N,COc1ccc2c(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc(=O)oc2c1
6d9x,c1ccc(cc1)c1[nH]c2n(c1)ccc2,c1ccc(-c2cn3cccc3[nH]2)cc1
4l51,O[C@H]1[C@@H](O)O[C@@H]([C@H]1O)COP(O)(O)O,O[C@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
3w5n,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O,C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
5k7k,c1cc(c(cc1S(=O)(=O)Nc2nccs2)C#N)Oc3ccc(cc3c4c[nH]nc4)Cl,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccc(Cl)cc1-c1cn[nH]c1
4pop,OCc1scc(c1C)Cc1cnc(nc1N)C,Cc1ncc(Cc2csc(CO)c2C)c(N)n1
1dl7,OP(Oc1ccc(cc1)N(=O)=O)(OCC[N+](C)(C)C)O,C[N+](C)(C)CCO[PH](O)(O)Oc1ccc([N+](=O)[O-])cc1
4des,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
2oax,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@]3([C@]1(CC2)C)CCC(=O)O3)C,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
1tlc,c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)COP(=O)(O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
5mpn,CCOc1ccc(cc1c1cccc(c1)c1nnn[nH]1)C(=O)C,CCOc1ccc(C(C)=O)cc1-c1cccc(-c2nnn[nH]2)c1
4fev,Cc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
4w4s,c1ccc2c(c1)c3cccc(c3o2)c4cccc(c4)CC(O)(P(=O)(O)O)P(=O)(O)O,O=P(O)(O)C(O)(Cc1cccc(-c2cccc3c2oc2ccccc23)c1)P(=O)(O)O
187l,Cc1ccc(cc1)C,Cc1ccc(C)cc1
3ekp,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
2i6a,C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c3c2ncnc3N)I)O)O,C[C@H]1O[C@@H](n2cc(I)c3c(N)ncnc32)[C@H](O)[C@@H]1O
1ybh,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(cc(n2)Cl)OC,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1
4rkx,c1ccc(cc1)COC(=O)NCC#N,N#CCNC(=O)OCc1ccccc1
3ijh,CCCO[C@]1(O[C@H]([C@@H](CO)O)[C@@H]([C@@H]([C@@H]1O)O)O)C(=O)O,CCCO[C@@]1(C(=O)O)O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)[C@@H]1O
1fpc,CC[C@@H]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1cccc2c1cccc2N(C)C)CCC[NH+]=C(N)N,CCC1CCN(C(=O)[C@H](CCC[NH+]=C(N)N)NS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
4ih7,O=C1N=CC=C[C@@H]1c1cccc(c1)C(C)(C)C,CC(C)(C)c1cccc([C@H]2C=CC=NC2=O)c1
4rn4,OC[C@H]1O[C@@H](n2nnc(c2)CN(c2nnc(s2)S(=O)(=O)N)Cc2nnn(c2)c2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O,NS(=O)(=O)c1nnc(N(Cc2cn(-c3ccccc3)nn2)Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)s1
4nw6,COc1cc(cc(c1OC)OC)Nc2nc3cccc(c3o2)c4cccc5c4[nH]cn5,COc1cc(Nc2nc3cccc(-c4cccc5nc[nH]c45)c3o2)cc(OC)c1OC
3lzu,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
5tva,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
2hmv,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
5uff,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
4bi7,OC(=O)COP(O)(O)O,O=C(O)CO[PH](O)(O)O
4km0,CCc1nc(N)nc(c1c1ccc(cc1)Cl)N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
3s0e,C=CCc1ccc(c(c1)OC)O,C=CCc1ccc(O)c(OC)c1
3rf5,OC(=O)c1ccccc1NCc1ccco1,O=C(O)c1ccccc1NCc1ccco1
6c7w,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COS(=O)(=O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H]1O
4q9o,O=C(c1c(C)onc1c1ccccc1Cl)Nc1ccc(cc1)C(C)C,Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1ccc(C(C)C)cc1
4pnu,O=C(Cn1c2ccc(cc2c2c1C[C@@H](CC2)C(=O)O)Br)N[C@@H](C(=O)O)Cc1ccccc1,O=C(Cn1c2c(c3cc(Br)ccc31)CC[C@@H](C(=O)O)C2)N[C@H](Cc1ccccc1)C(=O)O
4cu7,OC[C@H]1C[NH2+]C[C@H]([C@H]1O)O,OC[C@H]1C[NH2+]C[C@@H](O)[C@H]1O
5xfv,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
4mxp,CCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)OP(=O)(O)O)O)O)OC(=O)CCC,CCCC(=O)OC[C@H](COP(=O)(O)OC1[C@H](O)[C@H](O)C(OP(=O)(O)O)[C@H](O)[C@H]1O)OC(=O)CCC
4zw8,ONC(=O)[C@H](c1ccc(cc1)c1cccc(c1)C(=[NH2+])NO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N[C@H](C(=O)NO)c1ccc(-c2cccc(C(=[NH2+])NO)c2)cc1
4f1l,OC(=O)/C=CC(=O)Nc1cccc(c1)C(=O)N,NC(=O)c1cccc(NC(=O)C=CC(=O)O)c1
4nja,COc1cc(c2c3c1ccc1c3c(cc2)c(cc1S(O)(O)O)S(O)(O)O)S(O)(O)O,COc1cc(S(O)(O)O)c2ccc3c(S(O)(O)O)cc(S(O)(O)O)c4ccc1c2c43
6dil,CCC[C@@]1(CCc2ccccc2)CC(=C(C(=O)O1)[C@@H](c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
5t2y,Cc1c2c(nc(nc2sc1C(=O)O)CCc3ccccc3)NC,CNc1nc(CCc2ccccc2)nc2sc(C(=O)O)c(C)c12
6hh5,O[C@H]1C[NH2+][C@@H](C1)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@@H]2C[C@@H](O)C[NH2+]2)[C@@H](O)[C@H]1O
3m3x,COc1ncnc(c1N(=O)=O)NCCc1ccc(cc1)S(=O)(=O)N,COc1ncnc(NCCc2ccc(S(N)(=O)=O)cc2)c1[N+](=O)[O-]
2pqb,O[C@@H]1[C@@H](C=C(C[C@H]1O[C@@](C(=O)O)(C(F)F)OP(O)(O)O)C(=O)O)OP(O)(O)O,O=C(O)C1=C[C@@H](O[PH](O)(O)O)[C@@H](O)[C@H](O[C@@](O[PH](O)(O)O)(C(=O)O)C(F)F)C1
1x39,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1cc(n2)CNc1ccccc1)O,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(CNc3ccccc3)cn21
1unh,c1ccc2c(c1)/C(=C/3C(=NO)c4ccccc4N3)/C(=O)N2,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=NO
5i3y,O=C(CCc1cc2cc(ccc2nc1N)c1ccccc1CCc1ccc(cn1)NC(=O)c1ccc(cc1)F)NCCC(C)(C)C,CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3CCc3ccc(NC(=O)c4ccc(F)cc4)cn3)ccc2nc1N
5alb,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(c(c2)F)F)c2c(n1)n(nn2)[C@@H]1C[C@@H]([C@H]([C@H]1O)O)OCCO,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
1y52,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
5cbm,[NH3+][C@H](P(CCC(=O)O)(O)O)c1ccccc1,[NH3+][C@@H](c1ccccc1)[PH](O)(O)CCC(=O)O
4hf4,C[C@@H](C1CCN(CC1)c1nccnc1Oc1ccc(cc1)Nc1nc2c(s1)cccc2)O,C[C@H](O)C1CCN(c2nccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)CC1
2gss,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
5nkh,O=C(c1cnc(s1)Nc1cc(cc(c1)c1ccccc1N)C(=O)NC1CC[NH2+]CC1)Nc1c(C)cccc1Cl,Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(C(=O)NC3CC[NH2+]CC3)cc(-c3ccccc3N)c2)s1
3da9,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](C(c1ccccc1)c1ccccc1)[NH3+],CCCNC(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])C(c1ccccc1)c1ccccc1
2x96,O=C(N[C@@H](P([C@@H]1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)(O)O)Cc1ccccc1)OCc1ccccc1,O=C(N[C@H](Cc1ccccc1)[PH](O)(O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCc1ccccc1
2jgb,CN1CN(C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O,CN1CN([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
4qyy,O=C([C@@H]1CC[N@H+](C1)CC(=O)N1CCN(CC1)c1ccc(cc1)C(=O)C)Nc1ccc(c(c1)Cl)O,CC(=O)c1ccc(N2CCN(C(=O)C[N@@H+]3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1
5mpk,CCOc1ccc(cc1NC(=O)c1cc(cc(c1)c1cscn1)c1nnn[nH]1)C(=O)C,CCOc1ccc(C(C)=O)cc1NC(=O)c1cc(-c2cscn2)cc(-c2nnn[nH]2)c1
2bo4,OC(=O)C(CC(=O)O)(CC(=O)O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O
4n9a,OC(=O)[C@@H]1CCCc2c1[nH]c1c2cc(cc1)Cl,O=C(O)[C@@H]1CCCc2c1[nH]c1ccc(Cl)cc21
4i7m,CCCc1ccccc1O,CCCc1ccccc1O
3nes,OC(=O)COc1cc(C)c(c(c1)C)Cc1ccc(c(c1)C(C)C)O,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1
1nfu,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N1CCN(C(=O)C1)Cc1cccc(c1)C(=[NH2+])N,NC(=[NH2+])c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1
3ahn,OC[C@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](CP([C@H](Cc1ccccc1)NC(=O)Cc1ccccc1)(O)O)C)CCCC[NH3+],C[C@H](C[PH](O)(O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](CO)C(=O)O
1g2o,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O,O=c1[nH]cnc2c([C@@H]3[NH2+][C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12
6fl8,c1c2c(c(c(c1O)O)O)C(=O)C(=CC=C2)O,O=c1c(O)cccc2cc(O)c(O)c(O)c12
3kwa,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+],[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
3fal,CCCC[N@](Cc1cc(c(c(c1)Cl)OC)OC)c2ccc(cc2)C(C(F)(F)F)(C(F)(F)F)O,CCCCN(Cc1cc(Cl)c(OC)c(OC)c1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
4s1b,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@H]4[C@H](O3)CO[P@](=O)(O[C@@H]5[C@@H](CO[P@](=O)(O4)O)O[C@H]([C@@H]5O)n6cnc7c6ncnc7N)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(O)O[C@@H]3[C@@H](CO[P@@](=O)(O)O[C@H]2[C@H]1O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]3O
1siv,COC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)Cc1ccccc1)O,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)[NH3+])C(C)C)C(C)C
5aav,CC/C(=C(c1ccccc1)/c2ccc(cc2)/C=C/C(=O)O)/c3ccccc3,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1
4zcw,C1[C@@H](C(=O)N([C@H]1O)O)P(=O)(O)O,O=C1[C@@H](P(=O)(O)O)C[C@H](O)N1O
3wtm,O=N(=O)/C=C/1NCCN1Cc1ccc(nc1)Cl,O=[N+]([O-])/C=C1\NCCN1Cc1ccc(Cl)nc1
4zs4,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
4u0f,Oc1ccc(cc1)[C@@H]1NC(=O)c2c1c([nH]n2)c1ccccc1,O=C1N[C@@H](c2ccc(O)cc2)c2c1n[nH]c2-c1ccccc1
2py4,O[C@H]1C[C@@H](O[C@@H]1COP(NP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)N[PH](O)(O)O[PH](O)(O)O)O2)c(=O)[nH]1
4nvq,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
2q64,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
5d3n,CCc1c([nH]c(c1C(=O)C)C)C(=O)Nc1cc(ccc1C)S(=O)(=O)NC,CCc1c(C(=O)Nc2cc(S(=O)(=O)NC)ccc2C)[nH]c(C)c1C(C)=O
4w9p,OC[C@H]([C@H]1CN(CCOc2ccc(c(c2)OC)OC)C(=O)[C@H]2N([C@@H]1CCC2)S(=O)(=O)c1cc(Cl)cc(c1)Cl)O,COc1ccc(OCCN2C[C@H]([C@H](O)CO)[C@H]3CCC[C@@H](C2=O)N3S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1OC
5h9q,c1cc(cc(c1)F)c2cn(nn2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)n5cc(nn5)c6cccc(c6)F)O)CO)O,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O
