PDB_code,Source,Dataset
PDB_5hrx,PDBBind,TRAIN
PDB_5htz,PDBBind,TRAIN
PDB_5hu9,PDBBind,TRAIN
PDB_5hv0,MOAD,TRAIN
PDB_5hva,PDBBind,TRAIN
PDB_5hvs,PDBBind,TRAIN
PDB_5hvt,PDBBind,TRAIN
PDB_5hwu,PDBBind,TRAIN
PDB_5hwv,PDBBind,TRAIN
PDB_5hz5,PDBBind,TRAIN
PDB_5hz6,PDBBind,TRAIN
PDB_5hz8,PDBBind,TRAIN
PDB_5hz9,PDBBind,TRAIN
PDB_5i1q,PDBBind,TRAIN
PDB_5i29,PDBBind,TRAIN
PDB_5i2e,PDBBind,VAL
PDB_5i2f,PDBBind,VAL
PDB_5i3a,PDBBind,TRAIN
PDB_5i3v,PDBBind,TRAIN
PDB_5i3w,PDBBind,TRAIN
PDB_5i3x,PDBBind,VAL
PDB_5i3y,PDBBind,TRAIN
PDB_5i7a,MOAD,TRAIN
PDB_5i7s,MOAD,VAL
PDB_5i7x,PDBBind,TRAIN
PDB_5i7y,PDBBind,TRAIN
PDB_5i80,PDBBind,TRAIN
PDB_5i88,PDBBind,TRAIN
PDB_5i8g,PDBBind,TRAIN
PDB_5i9x,PDBBind,TRAIN
PDB_5i9y,PDBBind,TRAIN
PDB_5i9z,PDBBind,TRAIN
PDB_5ia0,PDBBind,TRAIN
PDB_5ia1,PDBBind,TRAIN
PDB_5ia2,PDBBind,TEST
PDB_5ia3,PDBBind,TRAIN
PDB_5ia4,PDBBind,TRAIN
PDB_5ie1,PDBBind,TRAIN
PDB_5ie3,MOAD,TRAIN
PDB_5igl,MOAD,TEST
PDB_5igm,PDBBind,TRAIN
PDB_5ih9,PDBBind,TRAIN
PDB_5ihh,PDBBind,TRAIN
PDB_5ii2,PDBBind,TRAIN
PDB_5ijr,PDBBind,TRAIN
PDB_5ikb,PDBBind,TRAIN
PDB_5iki,MOAD,TRAIN
PDB_5ime,PDBBind,TRAIN
PDB_5in4,MOAD,VAL
PDB_5ioz,PDBBind,TRAIN
PDB_5ipc,PDBBind,TRAIN
PDB_5ipj,PDBBind,TRAIN
PDB_5irr,PDBBind,VAL
PDB_5ito,PDBBind,TRAIN
PDB_5itp,PDBBind,TRAIN
PDB_5ivc,PDBBind,TRAIN
PDB_5ive,PDBBind,TRAIN
PDB_5ivv,PDBBind,TRAIN
PDB_5ivy,PDBBind,TEST
PDB_5iwg,PDBBind,TEST
PDB_5ix0,PDBBind,TRAIN
PDB_5iyy,PDBBind,TRAIN
PDB_5j0d,PDBBind,TRAIN
PDB_5j1r,PDBBind,TRAIN
PDB_5j1x,PDBBind,TRAIN
PDB_5j20,PDBBind,TRAIN
PDB_5j27,PDBBind,TRAIN
PDB_5j2x,PDBBind,TRAIN
PDB_5j3l,PDBBind,TRAIN
PDB_5j41,PDBBind,TRAIN
PDB_5j47,MOAD,VAL
PDB_5j64,PDBBind,TRAIN
PDB_5j6a,PDBBind,VAL
PDB_5j6l,PDBBind,TRAIN
PDB_5j6m,PDBBind,TRAIN
PDB_5j6n,PDBBind,TRAIN
PDB_5j7q,PDBBind,TRAIN
PDB_5j7w,PDBBind,TRAIN
PDB_5j82,PDBBind,TRAIN
PDB_5j86,PDBBind,TEST
PDB_5j8m,PDBBind,TRAIN
PDB_5j8u,PDBBind,TRAIN
PDB_5j8z,PDBBind,TRAIN
PDB_5ja0,PDBBind,TRAIN
PDB_5jfp,PDBBind,TRAIN
PDB_5jfu,PDBBind,TRAIN
PDB_5jg1,PDBBind,TRAIN
PDB_5jga,MOAD,TRAIN
PDB_5jgi,PDBBind,VAL
PDB_5jgq,PDBBind,TRAIN
PDB_5jhb,PDBBind,TEST
PDB_5jhk,PDBBind,TRAIN
PDB_5ji8,PDBBind,TRAIN
PDB_5jjr,MOAD,TRAIN
PDB_5jkg,MOAD,TRAIN
PDB_5jnn,MOAD,TRAIN
PDB_5jog,MOAD,TRAIN
PDB_5jox,PDBBind,TRAIN
PDB_5jq5,PDBBind,VAL
PDB_5js3,PDBBind,TRAIN
PDB_5jsg,PDBBind,TRAIN
PDB_5jsj,PDBBind,TRAIN
PDB_5jsq,PDBBind,TRAIN
PDB_5jss,PDBBind,TRAIN
PDB_5jt9,PDBBind,TRAIN
PDB_5jvi,PDBBind,TRAIN
PDB_5jxn,PDBBind,TRAIN
PDB_5jxq,PDBBind,TRAIN
PDB_5jy3,PDBBind,TRAIN
PDB_5k03,PDBBind,VAL
PDB_5k0h,PDBBind,TEST
PDB_5k0m,PDBBind,TRAIN
PDB_5k0s,MOAD,TRAIN
PDB_5k1d,PDBBind,TRAIN
PDB_5k1f,PDBBind,TRAIN
PDB_5k7k,MOAD,TRAIN
PDB_5k8s,PDBBind,TRAIN
PDB_5k9w,PDBBind,TRAIN
PDB_5ka1,PDBBind,TRAIN
PDB_5ka7,PDBBind,TRAIN
PDB_5ka9,PDBBind,TRAIN
PDB_5kab,PDBBind,TRAIN
PDB_5kad,PDBBind,TRAIN
PDB_5kax,PDBBind,TRAIN
PDB_5kbe,PDBBind,TRAIN
PDB_5kby,PDBBind,TRAIN
PDB_5kcb,PDBBind,TEST
PDB_5kej,PDBBind,TRAIN
PDB_5kew,MOAD,TRAIN
PDB_5kgs,MOAD,TRAIN
PDB_5kh3,PDBBind,VAL
PDB_5khm,PDBBind,TRAIN
PDB_5klp,MOAD,TEST
PDB_5kly,PDBBind,TRAIN
PDB_5km9,PDBBind,TRAIN
PDB_5kma,PDBBind,TRAIN
PDB_5ko1,PDBBind,TRAIN
PDB_5ko5,PDBBind,TRAIN
PDB_5kqx,PDBBind,TRAIN
PDB_5kqy,PDBBind,TRAIN
PDB_5kr0,PDBBind,TRAIN
PDB_5kr1,PDBBind,TRAIN
PDB_5kr2,PDBBind,TRAIN
PDB_5kr7,MOAD,TRAIN
PDB_5kv9,MOAD,TRAIN
PDB_5kww,MOAD,TRAIN
PDB_5kxe,MOAD,TRAIN
PDB_5kz0,PDBBind,TRAIN
PDB_5kzd,MOAD,TRAIN
PDB_5l01,MOAD,TRAIN
PDB_5l13,MOAD,TRAIN
PDB_5l1o,MOAD,TEST
PDB_5l2s,PDBBind,TRAIN
PDB_5l30,PDBBind,TRAIN
PDB_5l3a,PDBBind,TRAIN
PDB_5l4i,PDBBind,TRAIN
PDB_5l4j,PDBBind,TRAIN
PDB_5l4m,PDBBind,TRAIN
PDB_5l77,MOAD,VAL
PDB_5l7e,PDBBind,TRAIN
PDB_5l7g,PDBBind,TRAIN
PDB_5l7h,PDBBind,TRAIN
PDB_5l7v,MOAD,TRAIN
PDB_5l8a,PDBBind,TRAIN
PDB_5l8c,PDBBind,TRAIN
PDB_5l8n,MOAD,TRAIN
PDB_5l8y,PDBBind,TRAIN
PDB_5l92,MOAD,TEST
PDB_5l9g,PDBBind,TRAIN
PDB_5l9i,PDBBind,TRAIN
PDB_5l9l,PDBBind,TRAIN
PDB_5l9o,PDBBind,VAL
PDB_5laq,PDBBind,TEST
PDB_5ld8,PDBBind,TRAIN
PDB_5ldm,PDBBind,TRAIN
PDB_5lga,MOAD,TRAIN
PDB_5lia,MOAD,TRAIN
PDB_5lif,PDBBind,TRAIN
PDB_5lji,MOAD,TRAIN
PDB_5ljq,PDBBind,TEST
PDB_5ljt,PDBBind,TRAIN
PDB_5llc,PDBBind,TRAIN
PDB_5lle,PDBBind,TRAIN
PDB_5llg,PDBBind,TRAIN
PDB_5llh,PDBBind,TRAIN
PDB_5lli,PDBBind,TRAIN
PDB_5llo,PDBBind,TRAIN
PDB_5llp,PDBBind,TRAIN
PDB_5ln8,MOAD,TRAIN
PDB_5lne,PDBBind,TRAIN
PDB_5lny,PDBBind,TRAIN
PDB_5lom,PDBBind,TRAIN
PDB_5lsg,PDBBind,TRAIN
PDB_5ltn,PDBBind,TEST
PDB_5lub,MOAD,TRAIN
PDB_5lud,PDBBind,TRAIN
PDB_5lvd,PDBBind,TEST
PDB_5lvl,PDBBind,TRAIN
PDB_5lvq,PDBBind,TRAIN
PDB_5lvr,PDBBind,TRAIN
PDB_5lwd,PDBBind,TRAIN
PDB_5lwm,PDBBind,TRAIN
PDB_5lyr,PDBBind,TRAIN
PDB_5lz4,PDBBind,TRAIN
PDB_5lz5,PDBBind,TRAIN
PDB_5lz7,PDBBind,TRAIN
PDB_5m17,PDBBind,TRAIN
PDB_5m1z,MOAD,TRAIN
PDB_5m28,PDBBind,TRAIN
PDB_5m42,MOAD,TRAIN
PDB_5m5d,PDBBind,TRAIN
PDB_5m77,PDBBind,TRAIN
PDB_5m7p,MOAD,TRAIN
PDB_5m7s,PDBBind,TRAIN
PDB_5m7u,PDBBind,TEST
PDB_5m9w,PDBBind,TRAIN
PDB_5ma7,PDBBind,TRAIN
PDB_5meh,PDBBind,TRAIN
PDB_5mek,PDBBind,TRAIN
PDB_5mg2,PDBBind,TRAIN
PDB_5mge,PDBBind,TRAIN
PDB_5mgf,PDBBind,TEST
PDB_5mgj,PDBBind,TRAIN
PDB_5mgk,PDBBind,TRAIN
PDB_5mja,MOAD,TRAIN
PDB_5mjn,PDBBind,TRAIN
PDB_5mkr,PDBBind,TRAIN
PDB_5mks,PDBBind,TEST
PDB_5mlj,PDBBind,TRAIN
PDB_5mme,PDBBind,TRAIN
PDB_5mmg,PDBBind,TRAIN
PDB_5mn1,PDBBind,TRAIN
PDB_5mnn,PDBBind,TRAIN
PDB_5mnr,PDBBind,TRAIN
PDB_5mo8,PDBBind,TRAIN
PDB_5mob,MOAD,TRAIN
PDB_5mod,PDBBind,TRAIN
PDB_5mpk,PDBBind,TRAIN
PDB_5mpn,PDBBind,TRAIN
PDB_5mpz,PDBBind,TRAIN
PDB_5mqe,PDBBind,TEST
PDB_5mrb,PDBBind,TRAIN
PDB_5mrm,PDBBind,TRAIN
PDB_5mro,PDBBind,TRAIN
PDB_5mrp,PDBBind,TEST
PDB_5msb,PDBBind,VAL
PDB_5mt9,MOAD,TRAIN
PDB_5mu6,MOAD,TRAIN
PDB_5mw4,MOAD,TRAIN
PDB_5mwh,PDBBind,TRAIN
PDB_5mwp,PDBBind,TRAIN
PDB_5mwy,PDBBind,TEST
PDB_5mxf,PDBBind,TRAIN
PDB_5my8,PDBBind,TRAIN
PDB_5myd,MOAD,TRAIN
PDB_5mz8,PDBBind,TRAIN
PDB_5n0d,PDBBind,TRAIN
PDB_5n0e,PDBBind,TRAIN
PDB_5n0f,PDBBind,TRAIN
PDB_5n17,PDBBind,TRAIN
PDB_5n18,PDBBind,TRAIN
PDB_5n1p,MOAD,TEST
PDB_5n1r,PDBBind,VAL
PDB_5n1s,PDBBind,TRAIN
PDB_5n1z,PDBBind,TRAIN
PDB_5n24,PDBBind,TRAIN
PDB_5n25,PDBBind,TRAIN
PDB_5n2d,MOAD,VAL
PDB_5n2t,PDBBind,TRAIN
PDB_5n2z,PDBBind,VAL
PDB_5n31,PDBBind,TRAIN
PDB_5n34,PDBBind,TRAIN
PDB_5n3v,PDBBind,TRAIN
PDB_5n3y,PDBBind,TRAIN
PDB_5n49,MOAD,TEST
PDB_5n58,MOAD,TRAIN
PDB_5n69,MOAD,TEST
PDB_5n6s,PDBBind,TEST
PDB_5n84,PDBBind,TRAIN
PDB_5n8v,MOAD,TRAIN
PDB_5n93,PDBBind,TRAIN
PDB_5n9r,PDBBind,TRAIN
PDB_5nap,PDBBind,VAL
PDB_5nau,PDBBind,TRAIN
PDB_5nbw,PDBBind,TRAIN
PDB_5nc1,MOAD,VAL
PDB_5ndf,PDBBind,TRAIN
PDB_5ne5,PDBBind,TRAIN
PDB_5nea,PDBBind,TEST
PDB_5neb,PDBBind,TRAIN
PDB_5nee,PDBBind,TEST
PDB_5ngz,PDBBind,TRAIN
PDB_5ni5,MOAD,VAL
PDB_5nih,PDBBind,TEST
PDB_5njz,PDBBind,TRAIN
PDB_5nk2,PDBBind,TRAIN
PDB_5nk3,PDBBind,TRAIN
PDB_5nk4,PDBBind,TEST
PDB_5nk6,PDBBind,TEST
PDB_5nk7,PDBBind,TRAIN
PDB_5nk9,PDBBind,TRAIN
PDB_5nka,PDBBind,TRAIN
PDB_5nkb,PDBBind,TRAIN
PDB_5nkc,PDBBind,TRAIN
PDB_5nkd,PDBBind,TRAIN
PDB_5nkg,PDBBind,TRAIN
PDB_5nkh,PDBBind,TRAIN
PDB_5nki,PDBBind,TRAIN
PDB_5nkn,MOAD,TRAIN
PDB_5nlk,PDBBind,VAL
PDB_5nn5,PDBBind,VAL
PDB_5nn6,PDBBind,TRAIN
PDB_5nvv,PDBBind,TRAIN
PDB_5nvw,PDBBind,VAL
PDB_5nvx,PDBBind,TRAIN
PDB_5nw0,PDBBind,TRAIN
PDB_5nw1,PDBBind,TRAIN
PDB_5nw7,PDBBind,TRAIN
PDB_5nwe,PDBBind,TRAIN
PDB_5nxg,PDBBind,VAL
PDB_5nxi,PDBBind,TRAIN
PDB_5nxo,PDBBind,TRAIN
PDB_5nxp,PDBBind,TRAIN
PDB_5nxw,PDBBind,TRAIN
PDB_5ny3,PDBBind,TRAIN
PDB_5nya,PDBBind,TEST
PDB_5nyh,PDBBind,TEST
PDB_5nz4,PDBBind,TRAIN
PDB_5nze,PDBBind,TEST
PDB_5nzf,PDBBind,VAL
PDB_5nzn,PDBBind,TRAIN
PDB_5o07,PDBBind,TRAIN
PDB_5o1d,PDBBind,TRAIN
PDB_5o1f,PDBBind,VAL
PDB_5o1h,PDBBind,TRAIN
PDB_5o22,MOAD,TRAIN
PDB_5o2d,PDBBind,TEST
PDB_5o4f,PDBBind,TEST
PDB_5o5a,PDBBind,TRAIN
PDB_5o7e,MOAD,VAL
PDB_5od2,MOAD,TRAIN
PDB_5odx,PDBBind,TRAIN
PDB_5oei,PDBBind,TRAIN
PDB_5ofi,MOAD,TRAIN
PDB_5oh2,PDBBind,TRAIN
PDB_5oh3,PDBBind,TRAIN
PDB_5oh4,PDBBind,TRAIN
PDB_5oh7,PDBBind,TEST
PDB_5oh9,PDBBind,TRAIN
PDB_5oha,PDBBind,TRAIN
PDB_5okt,MOAD,TRAIN
PDB_5oku,PDBBind,TRAIN
PDB_5om2,PDBBind,TRAIN
PDB_5om3,PDBBind,TRAIN
PDB_5om7,PDBBind,TRAIN
PDB_5oot,PDBBind,TRAIN
PDB_5op4,PDBBind,TRAIN
PDB_5op5,PDBBind,TRAIN
PDB_5oq8,PDBBind,TRAIN
PDB_5oqu,PDBBind,VAL
PDB_5org,PDBBind,TRAIN
PDB_5orh,PDBBind,TRAIN
PDB_5orj,PDBBind,TRAIN
PDB_5ork,PDBBind,TRAIN
PDB_5orv,PDBBind,TRAIN
PDB_5orw,PDBBind,TRAIN
PDB_5os2,PDBBind,TRAIN
PDB_5os4,PDBBind,TRAIN
PDB_5os5,PDBBind,TEST
PDB_5os7,PDBBind,TRAIN
PDB_5os8,PDBBind,VAL
PDB_5ose,PDBBind,TRAIN
PDB_5osl,PDBBind,TRAIN
PDB_5oss,PDBBind,TRAIN
PDB_5ost,PDBBind,TEST
PDB_5ot8,PDBBind,TRAIN
PDB_5ot9,PDBBind,TRAIN
PDB_5ota,PDBBind,TRAIN
PDB_5otc,PDBBind,TRAIN
PDB_5otr,PDBBind,TRAIN
PDB_5otz,PDBBind,VAL
PDB_5ouh,PDBBind,TRAIN
PDB_5ov8,PDBBind,TRAIN
PDB_5ovr,PDBBind,TRAIN
PDB_5ovx,PDBBind,VAL
PDB_5owl,PDBBind,TRAIN
PDB_5qa8,PDBBind,TEST
PDB_5qal,PDBBind,TRAIN
PDB_5qay,PDBBind,TRAIN
PDB_5std,PDBBind,TRAIN
PDB_5sym,PDBBind,TEST
PDB_5sz0,PDBBind,TEST
PDB_5sz1,PDBBind,TRAIN
PDB_5sz2,PDBBind,TRAIN
PDB_5sz3,PDBBind,TRAIN
PDB_5sz4,PDBBind,TRAIN
PDB_5sz5,PDBBind,TRAIN
PDB_5sz6,PDBBind,TEST
PDB_5sz7,PDBBind,TEST
PDB_5t19,PDBBind,TRAIN
PDB_5t2y,MOAD,TEST
PDB_5t7s,PDBBind,TRAIN
PDB_5t8o,PDBBind,TRAIN
PDB_5t8p,PDBBind,TRAIN
PDB_5t9u,PDBBind,TEST
PDB_5t9w,PDBBind,TRAIN
PDB_5t9z,PDBBind,TRAIN
PDB_5ta4,PDBBind,TRAIN
PDB_5tb6,PDBBind,TRAIN
PDB_5tbe,PDBBind,TRAIN
PDB_5tbm,PDBBind,TRAIN
PDB_5tci,MOAD,TRAIN
PDB_5tcy,PDBBind,TRAIN
PDB_5tdf,MOAD,VAL
PDB_5tfx,PDBBind,VAL
PDB_5th4,PDBBind,TEST
PDB_5ti0,PDBBind,TRAIN
PDB_5tmn,PDBBind,TRAIN
PDB_5tpx,PDBBind,TRAIN
PDB_5tt3,PDBBind,VAL
PDB_5tuo,PDBBind,TRAIN
PDB_5tuz,PDBBind,TRAIN
PDB_5tva,MOAD,TRAIN
PDB_5txy,PDBBind,TRAIN
PDB_5ty9,PDBBind,TRAIN
PDB_5tya,PDBBind,TRAIN
PDB_5tz1,MOAD,TRAIN
PDB_5u0d,PDBBind,TRAIN
PDB_5u0e,PDBBind,TRAIN
PDB_5u0f,PDBBind,TRAIN
PDB_5u0g,PDBBind,TEST
PDB_5u0w,PDBBind,TRAIN
PDB_5u0y,PDBBind,TEST
PDB_5u0z,PDBBind,TRAIN
PDB_5u11,PDBBind,VAL
PDB_5u12,PDBBind,TRAIN
PDB_5u13,PDBBind,TRAIN
PDB_5u14,PDBBind,TRAIN
PDB_5u28,PDBBind,TEST
PDB_5u49,PDBBind,TRAIN
PDB_5u4b,PDBBind,TRAIN
PDB_5u4d,PDBBind,TRAIN
PDB_5u6c,MOAD,TRAIN
PDB_5u6j,PDBBind,TRAIN
PDB_5u8c,PDBBind,TRAIN
PDB_5u98,MOAD,TRAIN
PDB_5uc4,PDBBind,VAL
PDB_5ucj,PDBBind,TRAIN
PDB_5ue4,MOAD,TRAIN
PDB_5ueu,PDBBind,TRAIN
PDB_5uex,MOAD,VAL
PDB_5uez,PDBBind,TRAIN
PDB_5uf0,PDBBind,TRAIN
PDB_5uf1,MOAD,TRAIN
PDB_5ufc,PDBBind,TRAIN
PDB_5uff,PDBBind,TEST
PDB_5ufp,PDBBind,TRAIN
PDB_5ufr,PDBBind,TRAIN
PDB_5ufs,PDBBind,VAL
PDB_5uiu,MOAD,TRAIN
PDB_5uk8,PDBBind,TRAIN
PDB_5ukl,MOAD,TRAIN
PDB_5ul5,MOAD,TEST
PDB_5ula,PDBBind,TRAIN
PDB_5uln,PDBBind,TRAIN
PDB_5ulp,PDBBind,TRAIN
PDB_5ult,PDBBind,TRAIN
PDB_5umw,MOAD,TRAIN
PDB_5umx,PDBBind,TEST
PDB_5umy,PDBBind,TRAIN
PDB_5un9,MOAD,TRAIN
PDB_5unj,MOAD,TRAIN
PDB_5uoo,PDBBind,TEST
PDB_5upe,PDBBind,TRAIN
PDB_5upf,PDBBind,VAL
PDB_5upj,PDBBind,TRAIN
PDB_5upz,PDBBind,VAL
PDB_5ur6,MOAD,TRAIN
PDB_5ut6,PDBBind,VAL
PDB_5utq,MOAD,TRAIN
PDB_5uv1,MOAD,TRAIN
PDB_5uv2,PDBBind,TRAIN
PDB_5uxf,PDBBind,TRAIN
PDB_5v0n,PDBBind,TRAIN
PDB_5v13,MOAD,TRAIN
PDB_5v1b,MOAD,TEST
PDB_5v3y,MOAD,VAL
PDB_5v79,PDBBind,TRAIN
PDB_5v7a,PDBBind,VAL
PDB_5v82,PDBBind,TRAIN
PDB_5var,PDBBind,TRAIN
PDB_5vb5,PDBBind,TRAIN
PDB_5vb6,PDBBind,TRAIN
PDB_5vb7,PDBBind,TRAIN
PDB_5vc3,PDBBind,TRAIN
PDB_5vc4,PDBBind,TRAIN
PDB_5vcv,PDBBind,TRAIN
PDB_5vcw,PDBBind,TRAIN
PDB_5vcy,PDBBind,TRAIN
PDB_5vcz,PDBBind,TRAIN
PDB_5vd0,PDBBind,TRAIN
PDB_5vd1,PDBBind,TEST
PDB_5vd2,PDBBind,TRAIN
PDB_5vd3,PDBBind,TRAIN
PDB_5vgy,PDBBind,TRAIN
PDB_5vja,PDBBind,TRAIN
PDB_5vl2,PDBBind,TRAIN
PDB_5vm0,PDBBind,TRAIN
PDB_5vo1,PDBBind,VAL
PDB_5vom,MOAD,TEST
PDB_5vr8,PDBBind,TRAIN
PDB_5vsf,PDBBind,TRAIN
PDB_5vsj,PDBBind,TRAIN
PDB_5vyy,PDBBind,TRAIN
PDB_5w1e,PDBBind,TRAIN
PDB_5w44,PDBBind,TRAIN
PDB_5w7u,MOAD,TRAIN
PDB_5wa8,PDBBind,TRAIN
PDB_5wa9,PDBBind,TRAIN
PDB_5wal,PDBBind,TRAIN
PDB_5wbm,PDBBind,TRAIN
PDB_5wbo,PDBBind,TRAIN
PDB_5wcm,PDBBind,VAL
PDB_5we9,PDBBind,TRAIN
PDB_5wex,PDBBind,TRAIN
PDB_5wgp,PDBBind,TRAIN
PDB_5wl0,PDBBind,TRAIN
PDB_5wlo,PDBBind,TRAIN
PDB_5wo4,MOAD,TRAIN
PDB_5wp5,PDBBind,TEST
PDB_5wqc,PDBBind,TRAIN
PDB_5wuk,PDBBind,VAL
PDB_5wuu,MOAD,TRAIN
PDB_5wyx,PDBBind,TEST
PDB_5wyz,PDBBind,TRAIN
PDB_5x62,PDBBind,TRAIN
PDB_5x74,PDBBind,TRAIN
PDB_5x80,MOAD,VAL
PDB_5x8i,MOAD,TRAIN
PDB_5xfv,MOAD,TEST
PDB_5xg5,PDBBind,TRAIN
PDB_5xij,MOAD,TRAIN
PDB_5xjd,MOAD,TRAIN
PDB_5xmx,PDBBind,TRAIN
PDB_5xo7,PDBBind,TRAIN
PDB_5xpi,PDBBind,TRAIN
PDB_5xqw,MOAD,TRAIN
PDB_5xsj,MOAD,TEST
PDB_5xsr,PDBBind,TRAIN
PDB_5xva,PDBBind,TRAIN
PDB_5xvg,PDBBind,VAL
PDB_5xxh,MOAD,TRAIN
PDB_5y12,PDBBind,TRAIN
PDB_5y13,PDBBind,VAL
PDB_5y2w,MOAD,TRAIN
PDB_5y3n,MOAD,TRAIN
PDB_5y86,MOAD,TRAIN
PDB_5y8y,PDBBind,TRAIN
PDB_5y94,PDBBind,TRAIN
PDB_5ya5,PDBBind,TRAIN
PDB_5yak,MOAD,TRAIN
PDB_5yas,PDBBind,TRAIN
PDB_5yfs,PDBBind,VAL
PDB_5yft,PDBBind,TRAIN
PDB_5yh8,PDBBind,VAL
PDB_5yhe,PDBBind,TRAIN
PDB_5yhg,PDBBind,TRAIN
PDB_5yj0,MOAD,VAL
PDB_5yj8,PDBBind,TRAIN
PDB_5yji,MOAD,TRAIN
PDB_5yjm,PDBBind,TRAIN
PDB_5yl2,PDBBind,TRAIN
PDB_5ylt,MOAD,TEST
PDB_5yvt,MOAD,TRAIN
PDB_5ywx,MOAD,TRAIN
PDB_5yz2,PDBBind,TRAIN
PDB_5z5f,PDBBind,TRAIN
PDB_5z75,MOAD,TRAIN
PDB_5z7b,PDBBind,TRAIN
PDB_5z7j,PDBBind,TRAIN
PDB_5z99,PDBBind,VAL
PDB_5za7,PDBBind,TRAIN
PDB_5za8,PDBBind,TRAIN
PDB_5za9,PDBBind,TRAIN
PDB_5zae,PDBBind,TRAIN
PDB_5zaf,PDBBind,TRAIN
PDB_5zag,PDBBind,TRAIN
PDB_5zaj,PDBBind,TRAIN
PDB_5zbz,MOAD,TRAIN
PDB_5zc5,PDBBind,TRAIN
PDB_5zcu,MOAD,TRAIN
PDB_5zfi,MOAD,VAL
PDB_5zkc,PDBBind,TRAIN
PDB_5zo8,PDBBind,TRAIN
PDB_5ztn,MOAD,TRAIN
PDB_5zyn,MOAD,TRAIN
PDB_6a17,MOAD,TRAIN
PDB_6a1g,MOAD,TEST
PDB_6a2m,MOAD,TRAIN
PDB_6a56,MOAD,TRAIN
PDB_6a84,MOAD,TRAIN
PDB_6abx,MOAD,TRAIN
PDB_6agt,MOAD,TRAIN
PDB_6aqs,PDBBind,TEST
PDB_6ar9,MOAD,VAL
PDB_6ayh,MOAD,TRAIN
PDB_6ayi,PDBBind,TRAIN
PDB_6ayo,PDBBind,TRAIN
PDB_6ayq,PDBBind,TRAIN
PDB_6ayr,PDBBind,TRAIN
PDB_6b1k,PDBBind,TRAIN
PDB_6b4d,PDBBind,TEST
PDB_6b4l,PDBBind,TRAIN
PDB_6b4n,PDBBind,TRAIN
PDB_6b4u,PDBBind,TRAIN
PDB_6b59,PDBBind,TRAIN
PDB_6b5g,MOAD,TRAIN
PDB_6b7a,PDBBind,TRAIN
PDB_6b7b,PDBBind,TEST
PDB_6b96,PDBBind,TRAIN
PDB_6b97,PDBBind,TEST
PDB_6b98,PDBBind,TRAIN
PDB_6b9p,MOAD,TRAIN
PDB_6bbx,PDBBind,TRAIN
PDB_6bdy,PDBBind,TRAIN
PDB_6bgc,MOAD,TRAIN
PDB_6bhv,PDBBind,TRAIN
PDB_6bjo,MOAD,TRAIN
PDB_6bld,MOAD,TRAIN
PDB_6bm6,PDBBind,TRAIN
PDB_6bs3,MOAD,TRAIN
PDB_6c0s,PDBBind,VAL
PDB_6c0t,MOAD,TRAIN
PDB_6c1s,MOAD,TRAIN
PDB_6c6o,MOAD,TRAIN
PDB_6c7d,MOAD,TRAIN
PDB_6c7q,PDBBind,VAL
PDB_6c7w,PDBBind,TRAIN
PDB_6c7x,PDBBind,TRAIN
PDB_6c9v,MOAD,TRAIN
PDB_6cbf,PDBBind,TRAIN
PDB_6cbg,PDBBind,VAL
PDB_6ce6,PDBBind,TRAIN
PDB_6ced,PDBBind,TRAIN
PDB_6cfc,PDBBind,TRAIN
PDB_6chp,PDBBind,TRAIN
PDB_6cjv,PDBBind,TRAIN
PDB_6ckr,PDBBind,TRAIN
PDB_6cks,PDBBind,TRAIN
PDB_6ckw,PDBBind,TRAIN
PDB_6cn5,PDBBind,TRAIN
PDB_6cpa,PDBBind,TRAIN
PDB_6cpw,PDBBind,TEST
PDB_6cqf,MOAD,TRAIN
PDB_6cr2,MOAD,TRAIN
PDB_6csp,PDBBind,TRAIN
PDB_6csq,PDBBind,VAL
PDB_6csr,PDBBind,TRAIN
PDB_6css,PDBBind,TRAIN
PDB_6cvf,PDBBind,TRAIN
PDB_6cwh,PDBBind,TRAIN
PDB_6cwn,PDBBind,TRAIN
PDB_6czb,PDBBind,TRAIN
PDB_6czc,PDBBind,TRAIN
PDB_6cze,PDBBind,TRAIN
PDB_6czi,MOAD,TRAIN
PDB_6d2o,PDBBind,TRAIN
PDB_6d3q,MOAD,TRAIN
PDB_6d50,PDBBind,TRAIN
PDB_6d55,PDBBind,TRAIN
PDB_6d56,PDBBind,TRAIN
PDB_6d5e,PDBBind,TRAIN
PDB_6d5g,PDBBind,TRAIN
PDB_6d5h,PDBBind,TRAIN
PDB_6d5j,PDBBind,TRAIN
PDB_6d9x,PDBBind,TRAIN
PDB_6dai,PDBBind,TRAIN
PDB_6dak,PDBBind,TEST
PDB_6dar,PDBBind,TRAIN
PDB_6df7,MOAD,TRAIN
PDB_6dh1,PDBBind,TRAIN
PDB_6dh2,PDBBind,VAL
PDB_6dh6,PDBBind,TRAIN
PDB_6dh7,PDBBind,TRAIN
PDB_6dh8,PDBBind,TRAIN
PDB_6dif,PDBBind,TRAIN
PDB_6dil,PDBBind,TRAIN
PDB_6dj1,PDBBind,TRAIN
PDB_6dj2,PDBBind,TEST
PDB_6dj5,PDBBind,VAL
PDB_6dj7,PDBBind,TEST
PDB_6dq4,PDBBind,TRAIN
PDB_6dsp,MOAD,TRAIN
PDB_6dum,MOAD,TRAIN
PDB_6dys,MOAD,VAL
PDB_6e4a,PDBBind,TRAIN
